time,timestamp,frontend_productcatalogservice,adservice_mysql,productcatalogservice_mysql,checkoutservice_cartservice,frontend_recommendationservice,frontend_adservice,frontend_currencyservice,gateway_nats,recommendationservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_checkoutservice,cartservice_redis-cart,checkoutservice_emailservice,frontend_cartservice,checkoutservice_paymentservice
2022-08-21 09:28:59.924095314 +0000 UTC m=+4920.731917675,1661074139,0.008510971786833856,7.476,13.721866666666667,0.004333333333333333,0.02421875,0.01986111111111111,0.04131944444444445,0.0228,0.019193548387096776,0.00625,0.005,0.004157894736842105,0.016,0.175,0.6648,0.004333333333333333,0.005725806451612903,0.0035
2022-08-21 09:29:59.92859425 +0000 UTC m=+4980.736416609,1661074199,0.00802112676056338,7.812,16.069466666666667,0.00475,0.02443396226415094,0.01950892857142857,0.007628205128205128,0.0228,0.017727272727272727,0.00625,0.0041111111111111105,0.003956521739130435,0.008095238095238095,0.19,0.7436,0.0075,0.0062195121951219515,0.003333333333333333
2022-08-21 09:30:59.940710779 +0000 UTC m=+5040.748533139,1661074259,0.008178082191780822,7.812,15.717466666666667,0.0075,0.02225,0.01986842105263158,0.009161184210526316,0.0228,0.01596153846153846,0.006666666666666666,0.0036666666666666666,0.0035,0.01,0.25,0.7210666666666667,0.0075,0.006593406593406593,0.005
2022-08-21 09:32:00.111744461 +0000 UTC m=+5100.919566821,1661074320,0.008201219512195122,7.644,14.159066666666668,0.006666666666666666,0.024013157894736844,0.02102040816326531,0.008434959349593497,0.0228,0.0175,0.01,0.003,0.004333333333333334,0.015,0.25,0.46126666666666666,0.01,0.005526315789473684,0.005
2022-08-21 09:32:59.80887143 +0000 UTC m=+5160.616693791,1661074379,0.008372340425531914,7.644,11.646133333333333,0.005,0.02460526315789474,0.019807692307692307,0.009196428571428572,0.0212,0.0178125,0.0038000000000000004,0.003,0.0031,0.0034000000000000002,0.25,0.5905333333333334,0.0075,0.004451612903225806,0.003
2022-08-21 09:33:59.883087377 +0000 UTC m=+5220.690909748,1661074439,0.00852159468438538,7.812,14.843866666666667,0.004428571428571428,0.02324468085106383,0.019764150943396223,0.013529411764705884,0.0228,0.017741935483870968,0.003999999999999999,0.003181818181818182,0.0036,0.008,0.1,0.5933333333333334,0.0034000000000000002,0.005255102040816327,0.0034000000000000002
2022-08-21 09:34:59.853526566 +0000 UTC m=+5280.661348930,1661074499,0.008028523489932887,7.224,15.464133333333333,0.006944444444444445,0.022299999999999997,0.019409090909090907,0.016509433962264154,0.019600000000000003,0.015909090909090907,0.004200000000000001,0.003444444444444444,0.0033478260869565213,0.012045454545454545,0.3125,0.6272666666666666,0.007,0.005766129032258065,0.004
2022-08-21 09:35:59.839498709 +0000 UTC m=+5340.647321071,1661074559,0.008003355704697986,7.14,15.310133333333333,0.004333333333333333,0.02708333333333333,0.019764150943396223,0.021785714285714283,0.0228,0.01861111111111111,0.0075,0.0035,0.004125,0.0090625,0.3125,0.6097333333333333,0.008125,0.00671875,0.004333333333333333
2022-08-21 09:36:59.673838398 +0000 UTC m=+5400.481660759,1661074619,0.008284313725490197,7.728,13.338666666666667,0.004200000000000001,0.028273809523809524,0.0205,0.009155172413793104,0.019600000000000003,0.021896551724137934,0.004428571428571428,0.0036666666666666666,0.003857142857142857,0.01,0.19375,0.7333999999999999,0.005,0.005175438596491228,0.0036666666666666666
2022-08-21 09:38:00.045587675 +0000 UTC m=+5460.853410035,1661074680,0.007754545454545455,7.392,12.900799999999998,0.006666666666666666,0.023369565217391305,0.018625,0.03388157894736842,0.0232,0.014354838709677416,0.0034285714285714284,0.0032857142857142855,0.0033157894736842108,0.0084375,0.175,0.5692,0.0075,0.005508474576271186,0.005
2022-08-21 09:39:00.150758748 +0000 UTC m=+5520.958581108,1661074740,0.007634328358208955,8.232,15.9992,0.004200000000000001,0.02175,0.019556451612903224,0.015689655172413785,0.0228,0.013333333333333336,0.00425,0.0032857142857142855,0.00332,0.009375,0.2125,0.6541333333333333,0.005,0.004391304347826088,0.003
2022-08-21 09:39:59.850331881 +0000 UTC m=+5580.658154241,1661074799,0.00804713804713805,8.232,14.846,0.0061111111111111106,0.023443396226415097,0.02088235294117647,0.0077195945945945955,0.019600000000000003,0.014838709677419355,0.04166666666666667,0.0035454545454545456,0.00364,0.00826923076923077,0.175,0.6958666666666666,0.0075,0.006506024096385542,0.0045
2022-08-21 09:41:00.083052771 +0000 UTC m=+5640.890875136,1661074860,0.007945682451253482,6.804,16.991333333333333,0.0045,0.022763157894736843,0.018875,0.009012605042016805,0.0228,0.015322580645161291,0.004368421052631579,0.0038000000000000004,0.004222222222222223,0.007833333333333333,0.29166666666666663,0.743,0.007083333333333334,0.005129310344827586,0.003333333333333333
2022-08-21 09:41:59.901302713 +0000 UTC m=+5700.709125098,1661074919,0.008083333333333335,8.568,14.808399999999999,0.005,0.023125,0.020227272727272726,0.008156565656565657,0.0208,0.0175,0.025,0.003,0.0034545454545454545,0.008125,0.175,0.6739333333333333,0.00625,0.00425,0.004
2022-08-21 09:43:00.059252501 +0000 UTC m=+5760.867074861,1661074980,0.008371934604904631,7.896,16.621599999999997,0.004333333333333333,0.02315573770491803,0.02018867924528302,0.014411764705882358,0.0228,0.017166666666666663,0.005833333333333333,0.0035,0.003928571428571428,0.01,0.25,0.8698666666666667,0.00625,0.004780821917808219,0.004333333333333333
2022-08-21 09:44:00.003225476 +0000 UTC m=+5820.811047837,1661075040,0.007590206185567011,7.896,15.237733333333333,0.005,0.021194029850746268,0.01978813559322034,0.009666666666666667,0.0214,0.01375,0.00425,0.004200000000000001,0.003521739130434782,0.0065,0.25,0.7232666666666666,0.006666666666666666,0.004386666666666666,0.005
2022-08-21 09:44:59.945425228 +0000 UTC m=+5880.753247597,1661075099,0.008527272727272727,8.736,13.9788,0.0075,0.02408163265306123,0.0192578125,0.007992424242424242,0.0228,0.018203125,0.003,0.005,0.0035263157894736847,0.0075,0.175,0.6056,0.0075,0.006182432432432433,0.003
2022-08-21 09:45:59.802343722 +0000 UTC m=+5940.610166083,1661075159,0.008232142857142858,7.476,14.8524,0.005,0.026041666666666668,0.0205,0.016951219512195123,0.019600000000000003,0.017727272727272727,0.0035,0.005,0.004384615384615384,0.01,0.3125,0.6117999999999999,0.0075,0.006566666666666667,0.003
2022-08-21 09:46:59.8792094 +0000 UTC m=+6000.687031760,1661075219,0.007921686746987951,8.232,17.660533333333333,0.005,0.02301020408163265,0.02085106382978723,0.03272058823529412,0.019600000000000003,0.0175,0.02,0.0038571428571428567,0.0031481481481481477,0.015625,0.25,0.7451333333333333,0.006875,0.004806451612903225,0.0035
2022-08-21 09:47:59.824277131 +0000 UTC m=+6060.632099503,1661075279,0.008198653198653198,7.14,15.261866666666666,0.0036666666666666666,0.027205882352941173,0.01853846153846154,0.009014084507042252,0.0232,0.018225806451612904,0.05,0.004200000000000001,0.0036,0.009,0.2,0.6920666666666667,0.006666666666666666,0.00396103896103896,0.0036666666666666666
2022-08-21 09:48:59.884309026 +0000 UTC m=+6120.692131388,1661075339,0.008015202702702702,7.14,14.966666666666667,0.007,0.022352941176470586,0.0202,0.009288990825688074,0.0228,0.012578125,0.0046,0.004,0.004222222222222223,0.005,0.2125,0.6106,0.0075,0.006759259259259259,0.00625
2022-08-21 09:49:59.771436029 +0000 UTC m=+6180.579258389,1661075399,0.007853403141361258,8.148,16.155333333333335,0.005,0.0216015625,0.020227272727272726,0.008728448275862069,0.019600000000000003,0.014402173913043477,0.0035,0.003,0.0038000000000000004,0.015,0.5,0.7225333333333332,0.0175,0.005915492957746479,0.003
2022-08-21 09:50:59.888076208 +0000 UTC m=+6240.695898577,1661075459,0.008405923344947736,7.896,16.903333333333332,0.005,0.025694444444444447,0.0211,0.009543478260869565,0.0228,0.015192307692307692,0.004538461538461538,0.0032222222222222222,0.0041111111111111105,0.01,0.25,0.6824,0.005833333333333333,0.004714285714285713,0.003
2022-08-21 09:51:59.980066035 +0000 UTC m=+6300.787888396,1661075519,0.009172297297297297,8.316,17.006933333333333,0.0036666666666666666,0.02421875,0.0211,0.013281249999999996,0.021866666666666666,0.0175,0.0659090909090909,0.004200000000000001,0.0031666666666666666,0.006785714285714286,0.25,0.6974,0.0036666666666666666,0.00432394366197183,0.0036666666666666666
2022-08-21 09:52:59.901972183 +0000 UTC m=+6360.709794543,1661075579,0.008339920948616601,7.476,14.6104,0.0046,0.02144736842105263,0.0202,0.007591911764705883,0.019600000000000003,0.015357142857142854,0.06785714285714287,0.0046,0.0038000000000000004,0.009,0.2125,0.652,0.006875,0.004130434782608695,0.006875
2022-08-21 09:54:00.097669862 +0000 UTC m=+6420.905492228,1661075640,0.007858166189111747,7.308,13.3408,0.005,0.0229,0.01880952380952381,0.013243243243243242,0.0228,0.014166666666666668,0.003909090909090909,0.0032857142857142855,0.0037368421052631578,0.006250000000000001,0.375,0.5888666666666666,0.006666666666666666,0.004724137931034482,0.0036666666666666666
2022-08-21 09:55:00.086042159 +0000 UTC m=+6480.893864519,1661075700,0.008547854785478547,8.316,17.74,0.004333333333333333,0.026689189189189187,0.020799999999999996,0.008061224489795918,0.019600000000000003,0.019435483870967742,0.03749999999999999,0.0032222222222222222,0.0032962962962962963,0.013214285714285713,0.225,0.7515333333333333,0.0075,0.006598837209302326,0.0035
2022-08-21 09:56:00.067467979 +0000 UTC m=+6540.875290349,1661075760,0.0076121372031662275,8.4,16.2632,0.0034000000000000002,0.021082089552238805,0.020384615384615386,0.00885593220338983,0.019600000000000003,0.009949999999999999,0.00625,0.005,0.0036956521739130435,0.007,0.21249999999999997,0.6690666666666667,0.00625,0.006298701298701298,0.003
2022-08-21 09:56:59.985172519 +0000 UTC m=+6600.792994888,1661075819,0.009583333333333334,8.148,15.673466666666668,0.006,0.02916666666666667,0.02212765957446808,0.007878787878787877,0.0228,0.020982142857142855,0.004166666666666666,0.003,0.005,0.0096875,0.37499999999999994,0.5711333333333333,0.0075,0.0044,0.0075
2022-08-21 09:57:59.942712851 +0000 UTC m=+6660.750535211,1661075879,0.008067796610169492,6.972,14.516,0.004333333333333333,0.02426470588235294,0.018875,0.009036697247706421,0.019600000000000003,0.0175,0.004333333333333334,0.0032222222222222222,0.003384615384615385,0.007999999999999998,0.19375,0.7308,0.0075,0.004287671232876713,0.0035
2022-08-21 09:58:59.877424685 +0000 UTC m=+6720.685247053,1661075939,0.007935714285714286,9.324,14.256266666666667,0.004,0.02107142857142857,0.020555555555555553,0.008964285714285715,0.0212,0.0125,0.065,0.004,0.0036,0.01,0.3333333333333333,0.5912666666666666,0.00625,0.004484848484848485,0.0075
2022-08-21 10:00:00.069805612 +0000 UTC m=+6780.877627981,1661076000,0.007742966751918159,8.484,17.1524,0.005,0.021865671641791047,0.018731343283582093,0.008645833333333333,0.0228,0.015067567567567568,0.006875,0.0038571428571428567,0.00396,0.007222222222222222,0.19375,0.8146666666666667,0.006875,0.006424731182795699,0.0035
2022-08-21 10:00:59.685266102 +0000 UTC m=+6840.493088463,1661076059,0.00820336391437309,7.644,16.069466666666667,0.0075,0.02259433962264151,0.019439655172413795,0.06378504672897195,0.0228,0.016397058823529414,0.025,0.0034000000000000002,0.00332,0.0075,0.41666666666666663,0.6446666666666666,0.0075,0.00625,0.004
2022-08-21 10:02:00.040285656 +0000 UTC m=+6900.848108016,1661076120,0.007967687074829932,8.064,15.305866666666667,0.003769230769230769,0.023018867924528306,0.019899999999999998,0.008119469026548674,0.0228,0.014411764705882351,0.0175,0.0034,0.0037272727272727275,0.008088235294117646,0.25,0.7510666666666668,0.00625,0.0053017241379310345,0.0035714285714285713
2022-08-21 10:02:59.990345732 +0000 UTC m=+6960.798168102,1661076179,0.008897849462365591,8.82,13.716933333333332,0.003,0.024821428571428574,0.0205,0.007923076923076923,0.019600000000000003,0.02357142857142857,0.01,0.003,0.003769230769230769,0.0075,0.175,0.6103333333333334,0.003,0.005401785714285714,0.003
2022-08-21 10:04:00.085610556 +0000 UTC m=+7020.893432930,1661076240,0.007826086956521738,8.652,16.038933333333333,0.005,0.023125,0.019625,0.008561946902654867,0.0228,0.014632352941176471,0.003,0.003,0.0034761904761904765,0.00875,0.25,0.7199333333333333,0.005,0.0043055555555555555,0.005
2022-08-21 10:05:00.035314583 +0000 UTC m=+7080.843136943,1661076300,0.00813467492260062,7.98,12.880933333333333,0.0075,0.02105263157894737,0.020471698113207547,0.00932142857142857,0.0228,0.015054347826086957,0.004,0.0075,0.004375,0.01,0.175,0.5864666666666667,0.0075,0.0061231884057971015,0.0075
2022-08-21 10:06:00.027538446 +0000 UTC m=+7140.835360813,1661076360,0.007542016806722689,8.148,14.212266666666666,0.007,0.0234375,0.020296610169491525,0.008097014925373134,0.019600000000000003,0.01689189189189189,0.0075,0.0034000000000000002,0.004076923076923077,0.0125,0.175,0.6506666666666666,0.0075,0.006385135135135135,0.00625
2022-08-21 10:07:00.043996875 +0000 UTC m=+7200.851819236,1661076420,0.00804936305732484,8.484,15.677733333333334,0.0034000000000000002,0.02395,0.02027777777777778,0.00803030303030303,0.019600000000000003,0.016153846153846154,0.004454545454545455,0.003,0.0038000000000000004,0.009166666666666668,0.2125,0.6513333333333333,0.004,0.004411764705882353,0.005
2022-08-21 10:08:00.069655355 +0000 UTC m=+7260.877477726,1661076480,0.007746153846153847,7.644,16.168133333333333,0.004333333333333333,0.02330188679245283,0.01990566037735849,0.00715811965811966,0.019600000000000003,0.01857142857142857,0.005,0.0038571428571428567,0.0031666666666666666,0.0075,0.175,0.6487333333333334,0.006875,0.004027027027027026,0.004333333333333333
2022-08-21 10:08:59.977684997 +0000 UTC m=+7320.785507357,1661076539,0.008296178343949044,8.148,17.96,0.005714285714285714,0.025,0.02044642857142857,0.022421874999999997,0.019600000000000003,0.01986842105263158,0.0045294117647058825,0.003666666666666667,0.003588235294117647,0.0075,0.25,0.6996666666666667,0.0075,0.006452702702702703,0.005
2022-08-21 10:09:59.771869103 +0000 UTC m=+7380.579691463,1661076599,0.007925373134328359,7.98,14.790666666666667,0.0036666666666666666,0.025961538461538463,0.0209375,0.009698275862068966,0.0228,0.018125,0.00625,0.0032857142857142855,0.004058823529411765,0.004428571428571428,0.225,0.6336,0.008333333333333331,0.005992647058823529,0.003
2022-08-21 10:10:59.796932196 +0000 UTC m=+7440.604754556,1661076659,0.007558651026392962,7.476,14.398933333333332,0.0045,0.022452830188679242,0.02086734693877551,0.008574766355140187,0.0228,0.01181818181818182,0.003333333333333333,0.003,0.0033478260869565213,0.008125,0.25,0.6062666666666666,0.00625,0.004402985074626865,0.004
2022-08-21 10:11:59.907730791 +0000 UTC m=+7500.715553160,1661076719,0.00794172932330827,8.736,14.482666666666667,0.005,0.02304347826086956,0.019713114754098364,0.01160714285714285,0.0208,0.015294117647058824,0.0035,0.003,0.0038571428571428567,0.004,0.175,0.6078666666666667,0.005,0.005223214285714286,0.003
2022-08-21 10:12:59.764724368 +0000 UTC m=+7560.572546729,1661076779,0.008100393700787401,7.476,17.4952,0.005,0.02358490566037736,0.019078947368421056,0.00862962962962963,0.0228,0.014921875,0.02125,0.0034000000000000002,0.003206896551724138,0.0078125,0.175,0.6884666666666667,0.004,0.004135135135135135,0.004
2022-08-21 10:13:59.731151607 +0000 UTC m=+7620.538973979,1661076839,0.007996632996632997,8.148,16.4456,0.005,0.02400943396226415,0.019625,0.007145833333333334,0.0228,0.014396551724137932,0.00625,0.0032222222222222222,0.0035263157894736847,0.00875,0.175,0.5724666666666667,0.0075,0.005909090909090909,0.0035
2022-08-21 10:14:59.807687113 +0000 UTC m=+7680.615509484,1661076899,0.007904676258992806,8.148,16.505200000000002,0.007,0.022857142857142857,0.018975409836065573,0.006961805555555555,0.0228,0.0165625,0.008333333333333331,0.003999999999999999,0.004058823529411765,0.007361111111111111,0.25,0.6046,0.007916666666666666,0.006466666666666667,0.0046
2022-08-21 10:15:59.997741222 +0000 UTC m=+7740.805563590,1661076959,0.008024193548387097,8.232,13.257066666666667,0.006,0.021440677966101697,0.020817307692307694,0.009852941176470587,0.0228,0.011640624999999998,0.005,0.004200000000000001,0.00324,0.008571428571428572,0.625,0.6936,0.0075,0.004967213114754098,0.006666666666666666
2022-08-21 10:16:59.775192382 +0000 UTC m=+7800.583014742,1661077019,0.008431174089068825,8.82,13.919866666666667,0.003,0.028906250000000005,0.021764705882352943,0.009395833333333334,0.0228,0.018035714285714283,0.05,0.003,0.0032222222222222222,0.003,,0.6092666666666666,0.0075,0.004313432835820896,0.003
2022-08-21 10:17:59.988178267 +0000 UTC m=+7860.796000636,1661077079,0.008016194331983804,8.148,13.864533333333332,0.005,0.022647058823529412,0.02058823529411765,0.008345070422535211,0.0228,0.01267857142857143,0.0036153846153846154,0.0035,0.004333333333333334,0.0075,0.175,0.5968666666666667,0.005833333333333333,0.004962962962962963,0.0035
2022-08-21 10:18:59.892576839 +0000 UTC m=+7920.700399207,1661077139,0.008612244897959183,7.728,,0.006666666666666666,0.022794117647058822,0.019642857142857142,0.008274193548387097,0.0228,0.014714285714285714,0.05,0.0034000000000000002,0.004625,0.011875,0.25,0.7106,0.0075,0.006882022471910112,0.004
2022-08-21 10:20:00.021584345 +0000 UTC m=+7980.829406706,1661077200,0.008110465116279069,8.148,14.304533333333334,0.00625,0.026315789473684216,0.020735294117647057,0.008739669421487604,0.019600000000000003,0.017905405405405403,0.005,0.0036666666666666666,0.0035263157894736847,0.009,0.25,0.5833333333333334,0.0075,0.006319444444444444,0.0036666666666666666
2022-08-21 10:21:00.315355695 +0000 UTC m=+8041.123178084,1661077260,0.008273026315789472,8.064,16.144666666666666,0.007083333333333334,0.021440677966101697,0.01966101694915254,0.0085,0.0228,0.013214285714285713,0.005,0.007,0.0032307692307692306,0.007142857142857143,0.225,0.6594666666666666,0.004,0.0047741935483870965,0.004
2022-08-21 10:21:59.907521674 +0000 UTC m=+8100.715344035,1661077319,0.007599337748344369,7.14,14.256266666666667,0.005,0.02254807692307692,0.021323529411764706,0.007868217054263566,0.019600000000000003,0.014999999999999996,0.0035454545454545456,0.004333333333333333,0.0035,0.009375,0.175,0.5323333333333333,0.0075,0.004457627118644067,0.0035
2022-08-21 10:23:00.074695705 +0000 UTC m=+8160.882518065,1661077380,0.0078041543026706245,8.4,13.279066666666667,0.003,0.0225,0.019140625,0.010267857142857143,0.0228,0.015921052631578947,0.05833333333333333,0.003,0.003941176470588235,0.008333333333333331,0.21249999999999997,0.6194,0.0175,0.004178082191780822,0.0075
2022-08-21 10:23:59.987979139 +0000 UTC m=+8220.795801503,1661077439,0.007844101123595506,7.14,14.956,0.005,0.02536764705882353,0.01950892857142857,0.008492366412213742,0.0208,0.02205357142857143,0.00475,0.003,0.0037,0.008214285714285714,0.235,0.77,0.0075,0.006598837209302326,0.003
2022-08-21 10:24:59.754696682 +0000 UTC m=+8280.562519055,1661077499,0.008093525179856115,8.484,14.718266666666667,0.006666666666666666,0.025,0.020131578947368424,0.007727272727272727,0.0228,0.019140625,0.005,0.0036666666666666666,0.003105263157894737,0.0071428571428571435,0.2,0.5936666666666667,0.01,0.006447368421052632,0.003
2022-08-21 10:25:59.891773088 +0000 UTC m=+8340.699595456,1661077559,0.00831039755351682,8.4,16.3136,0.003666666666666667,0.025862068965517238,0.020047169811320754,0.010357142857142856,0.021866666666666666,0.0195,0.06363636363636364,0.004,0.0032758620689655174,0.007083333333333333,0.3125,0.8066666666666666,0.005,0.005,0.003
2022-08-21 10:26:59.987098323 +0000 UTC m=+8400.794920685,1661077619,0.008885017421602788,7.728,16.353333333333335,0.004333333333333333,0.02702702702702703,0.0209375,0.008358895705521473,0.0228,0.020909090909090912,0.025,0.0038571428571428567,0.0040526315789473685,0.009583333333333334,0.2,0.6805333333333333,0.006875,0.005136363636363637,0.0035
2022-08-21 10:27:59.952119092 +0000 UTC m=+8460.759941452,1661077679,0.007925531914893617,8.148,17.7308,0.005,0.022625,0.02086734693877551,0.007733812949640288,0.019600000000000003,0.0155,0.004076923076923077,0.003461538461538461,0.0032,0.009285714285714286,0.375,0.7797333333333334,0.007,0.004351351351351351,0.005
2022-08-21 10:28:59.905410488 +0000 UTC m=+8520.713232848,1661077739,0.008803921568627452,7.812,15.655733333333334,0.005833333333333333,0.024797297297297297,0.02193877551020408,0.021666666666666667,0.0216,0.017777777777777778,0.052500000000000005,0.0032222222222222222,0.0038000000000000004,0.00875,0.625,0.5862,0.005833333333333333,0.0065,0.003
2022-08-21 10:29:59.782649526 +0000 UTC m=+8580.590471887,1661077799,0.008273381294964029,7.644,14.630266666666666,0.0032222222222222222,0.021186440677966104,0.020625,0.007919847328244274,0.020666666666666667,0.01684782608695652,0.0047777777777777775,0.0035,0.0045294117647058825,0.007222222222222224,0.225,0.5964666666666667,0.006875,0.0065548780487804876,0.005833333333333333
2022-08-21 10:30:59.839181131 +0000 UTC m=+8640.647003492,1661077859,0.008333333333333331,7.308,15.017733333333334,0.005,0.024673913043478258,0.019605263157894737,0.007922535211267605,0.0212,0.01807692307692308,0.0375,0.005,0.003421052631578948,0.0075,0.2,0.5900666666666667,0.006875,0.00404225352112676,0.0035
2022-08-21 10:31:59.823658099 +0000 UTC m=+8700.631480469,1661077919,0.008119266055045872,8.4,15.7132,0.0035,0.020352112676056335,0.019590163934426228,0.0099,0.0232,0.014714285714285714,0.0047777777777777775,0.003,0.0035714285714285718,0.0075,0.3125,0.7126666666666667,0.005833333333333333,0.004205128205128205,0.003
2022-08-21 10:32:59.865821724 +0000 UTC m=+8760.673644106,1661077979,0.008480113636363636,9.408,16.65066666666667,0.005,0.023701923076923075,0.020677966101694912,0.00814814814814815,0.020666666666666667,0.01986842105263158,0.04166666666666667,0.0032857142857142855,0.004200000000000001,0.008333333333333331,0.175,0.6687333333333334,0.006666666666666666,0.005431034482758621,0.0036666666666666666
2022-08-21 10:34:00.117936692 +0000 UTC m=+8820.925759053,1661078040,0.007459150326797386,7.98,16.41933333333333,0.006666666666666666,0.022459677419354836,0.019736842105263157,0.00884453781512605,0.019600000000000003,0.013920454545454545,0.004333333333333333,0.0036666666666666666,0.004333333333333334,0.00875,0.15,0.7126,0.0075,0.005878378378378378,0.003
2022-08-21 10:34:59.945847145 +0000 UTC m=+8880.753669525,1661078099,0.007817164179104477,7.812,13.662266666666666,0.0065,0.022205882352941173,0.02046875,0.008639455782312925,0.019600000000000003,0.014464285714285716,0.01,0.0036666666666666666,0.0036,0.0125,0.175,0.5812,0.0075,0.006060606060606061,0.006666666666666666
2022-08-21 10:35:59.92327575 +0000 UTC m=+8940.731098119,1661078159,0.007540983606557377,8.736,15.266133333333332,0.0034000000000000002,0.020479452054794522,0.020754716981132078,0.008309859154929577,0.0228,0.009567307692307693,0.05625,0.0034000000000000002,0.0036086956521739133,0.009,0.175,0.6864,0.00625,0.0045882352941176464,0.0075
2022-08-21 10:36:59.749193205 +0000 UTC m=+9000.557015575,1661078219,0.00804054054054054,6.888,14.768666666666666,0.007,0.02423469387755102,0.02015625,0.008780000000000001,0.0228,0.018092105263157895,0.004333333333333333,0.0038571428571428567,0.0032,0.0109375,0.225,0.6464,0.00625,0.004123287671232876,0.0035
2022-08-21 10:37:59.829716012 +0000 UTC m=+9060.637538373,1661078279,0.00797077922077922,9.072,15.079466666666667,0.004,0.02125,0.02161764705882353,0.007950819672131147,0.0228,0.014342105263157896,0.005,0.003,0.0035000000000000005,0.007499999999999999,0.2125,0.5751333333333333,0.00625,0.004402985074626865,0.004
2022-08-21 10:38:59.776807552 +0000 UTC m=+9120.584629941,1661078339,0.008603678929765886,8.484,14.535866666666667,0.0045,0.0241,0.020772727272727273,0.00948943661971831,0.0228,0.015806451612903227,0.00425,0.004200000000000001,0.003909090909090909,0.013,0.375,0.6012666666666666,0.0075,0.006185897435897436,0.003
2022-08-21 10:39:59.984179172 +0000 UTC m=+9180.792001533,1661078399,0.008243727598566307,7.812,14.590533333333333,0.007222222222222222,0.024821428571428574,0.019899999999999998,0.00951388888888889,0.0228,0.017682926829268295,0.003533333333333333,0.005,0.004200000000000001,0.0075,0.37499999999999994,0.5903333333333334,0.0075,0.006631944444444445,0.003
2022-08-21 10:40:59.707745393 +0000 UTC m=+9240.515567754,1661078459,0.008095667870036101,8.568,11.811466666666668,0.005,0.0236046511627907,0.019067164179104475,0.023200000000000002,0.0228,0.01776785714285714,0.01,0.0036666666666666666,0.003909090909090909,0.01,0.2125,0.5164666666666667,0.0075,0.005441176470588236,0.005
2022-08-21 10:42:00.008894743 +0000 UTC m=+9300.816717117,1661078520,0.008312693498452014,8.232,17.363866666666667,0.003461538461538461,0.027325581395348842,0.02209183673469388,0.012965116279069768,0.0228,0.018571428571428572,0.025,0.0036666666666666666,0.0046,0.007727272727272727,0.25,0.7302000000000001,0.005,0.004352112676056338,0.0032857142857142855
2022-08-21 10:43:00.229570357 +0000 UTC m=+9361.037392729,1661078580,0.008122448979591836,8.064,14.920533333333333,0.0032857142857142855,0.024147727272727272,0.019899999999999998,0.013445945945945944,0.019600000000000003,0.016057692307692308,0.004666666666666666,0.0032857142857142855,0.003947368421052632,0.005625,0.175,0.5224666666666667,0.0075,0.0047777777777777775,0.003
2022-08-21 10:44:00.038441304 +0000 UTC m=+9420.846263675,1661078640,0.007997275204359673,8.484,16.3952,0.005625,0.022295081967213113,0.0183203125,0.00989406779661017,0.0213,0.017307692307692305,0.03125,0.0035454545454545456,0.003916666666666666,0.0078125,0.225,0.7813333333333333,0.008,0.006619318181818182,0.0038000000000000004
2022-08-21 10:45:00.110361059 +0000 UTC m=+9480.918183431,1661078700,0.007895136778115501,7.728,14.973733333333334,0.0075,0.02268181818181818,0.020384615384615386,0.007478070175438596,0.0228,0.01639705882352941,0.005,0.004,0.003947368421052632,0.02125,0.1375,0.6888666666666666,0.00625,0.005708955223880597,0.003
2022-08-21 10:45:59.900481051 +0000 UTC m=+9540.708303432,1661078759,0.008579295154185023,7.476,15.039733333333334,0.0045,0.021590909090909095,0.019241071428571427,0.009527972027972027,0.0213,0.013040540540540541,0.05625,0.004,0.0036,0.008333333333333333,0.1,0.5826666666666667,0.004,0.00464516129032258,0.004
2022-08-21 10:46:59.766696116 +0000 UTC m=+9600.574518476,1661078819,0.008974358974358974,7.728,14.885733333333334,0.005,0.02287735849056604,0.020096153846153847,0.007872670807453417,0.0228,0.019545454545454546,0.004666666666666666,0.0032857142857142855,0.0037272727272727275,0.008125,0.125,0.678,0.0036666666666666666,0.004841269841269841,0.0036666666666666666
2022-08-21 10:48:00.13838867 +0000 UTC m=+9660.946211039,1661078880,0.008034591194968552,8.316,16.672666666666668,0.0061111111111111106,0.02333333333333333,0.019467213114754096,0.00935114503816794,0.021866666666666666,0.017125,0.004833333333333334,0.0031538461538461538,0.0035925925925925925,0.009285714285714286,0.2071428571428571,0.8917333333333334,0.0065,0.004199999999999999,0.003333333333333333
2022-08-21 10:48:59.828315711 +0000 UTC m=+9720.636138073,1661078939,0.008495575221238937,7.308,16.199333333333335,0.004142857142857143,0.027616279069767442,0.019221311475409834,0.00924074074074074,0.019600000000000003,0.020135135135135138,0.0375,0.0035,0.0035600000000000002,0.007272727272727273,0.205,0.6998,0.0075,0.006646341463414634,0.004333333333333333
2022-08-21 10:49:59.928071025 +0000 UTC m=+9780.735893385,1661078999,0.008732014388489208,7.56,15.723866666666666,0.007222222222222222,0.02375,0.021666666666666664,0.018382352941176468,0.0228,0.015564516129032256,0.05416666666666666,0.003,0.0036315789473684214,0.0075,0.375,0.6771333333333334,0.008125,0.00630952380952381,0.005833333333333333
