time,timestamp,frontend_recommendationservice,cartservice_redis-cart,adservice_mysql,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,gateway_nats,checkoutservice_cartservice,frontend_adservice,checkoutservice_shippingservice,frontend_productcatalogservice,frontend_shippingservice,productcatalogservice_mysql,checkoutservice_emailservice,frontend_cartservice,checkoutservice_paymentservice,frontend_currencyservice,checkoutservice_currencyservice,frontend_checkoutservice
2022-08-20 12:56:30.255980687 +0000 UTC m=+12840.610164712,1661000190,0.018776595744680852,0.5626,6.468,0.003,0.0032500000000000003,0.0228,0.003,0.018632075471698113,0.003,0.0031153081510934396,0.003,13.782933333333332,0.0036666666666666666,0.003,0.003,0.006904761904761903,0.0175,0.175
2022-08-20 12:57:30.593611288 +0000 UTC m=+12900.947795302,1661000250,0.018026315789473685,0.6383333333333334,7.056,0.003,0.003123456790123457,0.0228,0.003,0.01775,0.003,0.003077490774907749,0.003,14.837466666666668,0.003,0.003017857142857143,0.003,0.004347826086956522,0.003888888888888889,0.25
2022-08-20 12:58:30.595794394 +0000 UTC m=+12960.949978408,1661000310,0.0175,0.6287333333333334,7.392,0.0032,0.003073170731707317,0.0228,0.003,0.016778846153846155,0.003,0.003101313320825516,0.003,14.322266666666666,0.003,0.0030181818181818187,0.003,0.004140495867768594,0.003933333333333333,0.25
2022-08-20 12:59:30.469680664 +0000 UTC m=+13020.823864669,1661000370,0.019166666666666672,0.7221333333333333,8.4,0.003,0.003061855670103093,0.0228,0.003,0.01975,0.002818181818181818,0.0031655405405405404,0.003,15.8076,0.003,0.003033613445378151,0.03333333333333333,0.004592039800995025,0.004818181818181819,0.225
2022-08-20 13:00:30.46150974 +0000 UTC m=+13080.815693745,1661000430,0.019117647058823527,0.7210666666666667,7.728,0.0032222222222222222,0.003206896551724138,0.0228,0.003,0.01883064516129032,0.003,0.0031751313485113833,0.003,15.176,0.003,0.0030344827586206895,0.1375,0.0075,0.05714285714285715,0.175
2022-08-20 13:01:30.488783419 +0000 UTC m=+13140.842967433,1661000490,0.01778846153846154,0.6560666666666667,8.484,0.003,0.003186046511627907,0.0228,0.003,0.018349056603773586,0.003,0.003103986135181976,0.002942857142857143,15.563466666666667,0.003,0.0031100917431192664,0.03749999999999999,0.0040789473684210535,0.0045,0.25
2022-08-20 13:02:30.390981848 +0000 UTC m=+13200.745165854,1661000550,0.0205,0.7295333333333333,7.056,0.0034,0.0036399999999999996,0.0228,0.0031333333333333335,0.017730769230769234,0.003,0.003164335664335664,0.003,15.972933333333332,0.003,0.003033333333333333,0.075,0.004829145728643215,0.004333333333333333,0.25
2022-08-20 13:03:30.234404387 +0000 UTC m=+13260.588588420,1661000610,0.018975409836065573,0.784,7.98,0.00316,0.003197802197802198,0.0228,0.003,0.01774590163934426,0.003,0.003154351395730706,0.003,17.652,0.003,0.003032,0.003,0.004566371681415929,0.005,0.19375
2022-08-20 13:04:30.611327591 +0000 UTC m=+13320.965511596,1661000670,0.018750000000000003,0.7447999999999999,7.812,0.00325,0.0032758620689655174,0.0228,0.003,0.01902777777777778,0.003,0.003183986371379898,0.003,17.248933333333333,0.003,0.003033613445378151,0.003,0.0041428571428571434,0.004428571428571428,0.225
2022-08-20 13:05:30.297911217 +0000 UTC m=+13380.652095223,1661000730,0.022554347826086955,0.6806666666666666,7.98,0.003,0.0032666666666666664,0.0228,0.003,0.017875,0.002818181818181818,0.0031070110701107013,0.003074074074074074,14.944666666666667,0.005,0.003054054054054054,0.003,0.008804347826086955,0.004454545454545455,0.5
2022-08-20 13:06:30.31298933 +0000 UTC m=+13440.667173335,1661000790,0.020227272727272726,0.6957333333333333,8.736,0.0032105263157894736,0.0031797752808988763,0.0228,0.003,0.018852459016393444,0.003,0.0030459770114942527,0.003,15.919733333333333,0.003,0.003033613445378151,0.003,0.02812499999999999,0.004333333333333333,0.25
2022-08-20 13:07:30.258487388 +0000 UTC m=+13500.612671409,1661000850,0.01793269230769231,0.7222666666666666,8.484,0.003181818181818182,0.0031904761904761906,0.0228,0.0031333333333333335,0.019336734693877554,0.003,0.003089041095890411,0.002923076923076923,14.802,0.0035,0.0030344827586206895,0.003,0.004407766990291262,0.0045,0.1375
2022-08-20 13:08:30.653323924 +0000 UTC m=+13561.007507929,1661000910,0.1980769230769231,0.47633333333333333,6.888,0.003,0.003059701492537313,0.0228,0.003,0.020769230769230772,0.003,0.003055813953488372,0.003,11.2168,0.003,0.0030481927710843374,0.003,0.004210810810810811,0.003,0.25
2022-08-20 13:09:30.441430258 +0000 UTC m=+13620.795614291,1661000970,0.1829545454545455,0.5764,6.636,0.003,0.0030263157894736847,0.0228,0.003,0.017916666666666668,0.003,0.0030528455284552845,0.003,12.779466666666668,0.004,0.003103092783505155,0.003,0.004747368421052632,0.004714285714285714,0.4375
2022-08-20 13:10:30.570314415 +0000 UTC m=+13680.924498421,1661001030,0.185546875,0.5389333333333333,5.292,0.003,0.0030259740259740257,0.0228,0.003,0.018011363636363638,0.003,0.0030207900207900205,0.002818181818181818,12.270666666666665,0.003,0.003043478260869565,0.003,0.004048648648648649,0.003363636363636364,0.29166666666666663
2022-08-20 13:11:30.49814615 +0000 UTC m=+13740.852330155,1661001090,0.016847826086956518,0.6396000000000001,7.644,0.003333333333333333,0.003285714285714286,0.0228,0.003181818181818182,0.018705357142857145,0.0026,0.0031384083044982704,0.003,14.650133333333333,0.003,0.003057692307692308,0.003,0.005603448275862068,0.00375,0.19
2022-08-20 13:12:30.429547209 +0000 UTC m=+13800.783731223,1661001150,0.021607142857142856,0.5991333333333333,8.064,0.003,0.0032162162162162164,0.0228,0.003,0.0175,0.003,0.0031338582677165354,0.003,14.328666666666667,0.003,0.0031153846153846153,0.003,0.005833333333333331,0.003,0.2125
2022-08-20 13:13:30.434463187 +0000 UTC m=+13860.788647191,1661001210,0.020096153846153847,0.6566666666666666,6.216,0.003,0.0031882352941176467,0.0228,0.003,0.01875,0.003,0.003130052724077329,0.003,15.252666666666666,0.003,0.003116504854368932,0.003,0.009296875000000001,0.004411764705882353,0.3125
2022-08-20 13:14:30.617606313 +0000 UTC m=+13920.971790318,1661001270,0.018028169014084505,0.7913333333333333,7.98,0.003181818181818182,0.0030980392156862747,0.0228,0.003666666666666667,0.018863636363636364,0.003,0.003102102102102102,0.0030000000000000005,17.632133333333336,0.003,0.003015625,0.003,0.003933333333333334,0.003333333333333333,0.175
2022-08-20 13:15:30.316319952 +0000 UTC m=+13980.670503958,1661001330,0.01929347826086956,0.7520666666666668,8.064,0.0032142857142857142,0.003172043010752688,0.0228,0.003,0.019,0.002,0.003132045088566828,0.003,16.8004,0.0032222222222222222,0.003032786885245902,0.003,0.004497872340425532,0.01,0.184375
2022-08-20 13:16:30.39930314 +0000 UTC m=+14040.753487152,1661001390,1.0865384615384615,0.36193333333333333,3.36,0.2125,1.4,0.0228,0.003,0.01926470588235294,0.003,0.39925373134328357,0.003,7.206533333333334,0.003,0.0030303030303030303,0.003,0.004018404907975459,0.0036666666666666666,0.25
2022-08-20 13:17:30.531646971 +0000 UTC m=+14100.885830976,1661001450,1.475,0.32253333333333334,3.864,0.375,1.4017857142857142,0.0228,0.003,0.017741935483870968,0.003,0.3723958333333333,0.003,7.353466666666666,0.003,0.0031132075471698114,0.003,0.0033018867924528303,0.0036666666666666666,1.75
2022-08-20 13:18:30.600571999 +0000 UTC m=+14160.954756004,1661001510,0.8076923076923078,0.2636,4.452,0.05,0.7857142857142858,0.0228,0.005,0.019807692307692307,0.003,0.3515625,0.003,7.760800000000001,0.005,0.003076923076923077,0.003,0.0038226950354609927,0.004333333333333333,0.25
2022-08-20 13:19:30.644773251 +0000 UTC m=+14220.998957256,1661001570,,0.11573333333333334,0.84,,17.142857142857142,0.0228,,0.01825,,0.967391304347826,0.003,1.5846666666666667,,0.0033157894736842108,,0.003576271186440678,0.003,
2022-08-20 13:20:30.460019793 +0000 UTC m=+14280.814203798,1661001630,0.023392857142857142,0.6381333333333333,7.14,0.00325,0.004347826086956522,0.0228,0.003,0.0171875,0.002777777777777778,0.0037774798927613937,0.003,13.910666666666666,0.003,0.003018867924528302,0.003,0.05660919540229886,0.004666666666666666,0.25
2022-08-20 13:21:30.413756718 +0000 UTC m=+14340.767940722,1661001690,0.019642857142857146,0.5298666666666667,8.148,0.003,0.0030759493670886075,0.0228,0.003,0.018104838709677416,0.003,0.0030896686159844053,0.003,13.151333333333334,0.003,0.003,0.003,0.004161572052401747,0.0038571428571428567,0.1
2022-08-20 13:22:30.361668175 +0000 UTC m=+14400.715852180,1661001750,0.017368421052631578,0.6069333333333333,7.98,0.0032222222222222222,0.0030631578947368423,0.0228,0.003,0.01951923076923077,0.003,0.0030788177339901475,0.0029393939393939396,15.983600000000001,0.003,0.003,0.003,0.00835714285714286,0.004200000000000001,0.175
2022-08-20 13:23:30.304518971 +0000 UTC m=+14460.658702976,1661001810,0.02027173913043478,0.6533333333333333,7.224,0.003,0.003186046511627907,0.0228,0.003,0.018509615384615388,0.0032857142857142855,0.0030841750841750838,0.003,15.102933333333333,0.003,0.003017543859649123,0.003,0.00470949720670391,0.0047777777777777775,0.25
2022-08-20 13:24:30.489561674 +0000 UTC m=+14520.843745696,1661001870,0.018235294117647058,0.6475333333333333,7.476,0.003,0.0031750000000000003,0.0228,0.0032857142857142855,0.0175,0.003,0.0030535714285714285,0.0029393939393939396,14.960266666666666,0.003,0.003017857142857143,0.003,0.004771428571428571,0.0075,0.2125
2022-08-20 13:25:30.621282932 +0000 UTC m=+14580.975466937,1661001930,0.01642857142857143,0.1554,1.008,0.003,0.003125,0.0228,0.003,0.016666666666666666,0.003,0.003033898305084746,,3.0642666666666667,0.003,0.003,0.003,0.003524271844660194,0.003,0.02
2022-08-20 13:26:30.444588828 +0000 UTC m=+14640.798772833,1661001990,0.022,0.15,1.26,0.003,0.003,0.0228,0.003,0.016875,0.003,0.003,,2.815866666666667,0.003,0.003,0.003,0.004204081632653061,0.003,0.033333333333333326
2022-08-20 13:27:30.591579964 +0000 UTC m=+14700.945763970,1661002050,0.021666666666666664,0.1554,0.84,0.003,0.003,0.0228,0.0032222222222222222,0.01825,0.003,0.003019047619047619,,2.6966666666666663,0.005,0.003,0.003,0.003424778761061947,0.003,0.02125
2022-08-20 13:28:30.333930385 +0000 UTC m=+14760.688114390,1661002110,0.019827586206896557,0.6570666666666667,7.056,0.003,0.003265060240963856,0.0228,0.003,0.020125,0.003,0.0030789022298456257,0.0029375,15.184533333333333,0.00625,0.003054054054054054,0.003,0.004346341463414635,0.005,0.175
2022-08-20 13:29:30.435248672 +0000 UTC m=+14820.789432686,1661002170,0.018026315789473685,0.7498666666666667,7.896,0.003076923076923077,0.0032439024390243905,0.0228,0.003,0.02010204081632653,0.003,0.0031811594202898552,0.002925925925925926,15.004266666666666,0.003,0.0031111111111111114,0.003,0.004317535545023697,0.004375,0.23125
2022-08-20 13:30:30.476455891 +0000 UTC m=+14880.830639916,1661002230,0.01891509433962264,0.5838666666666666,6.552,0.0032857142857142855,0.003119047619047619,0.0228,0.003,0.019183673469387756,0.003,0.0030854092526690392,0.003,13.989466666666667,0.003,0.0030388349514563107,0.003,0.0044,0.003333333333333333,0.25
2022-08-20 13:31:30.337539475 +0000 UTC m=+14940.691723480,1661002290,0.01891509433962264,0.6406666666666666,7.224,0.003,0.003268292682926829,0.0228,0.003,0.01814655172413793,0.003,0.00315547703180212,0.003,15.246266666666667,0.0038000000000000004,0.003037735849056604,0.003,0.005546874999999998,0.004142857142857143,0.2
2022-08-20 13:32:30.341778383 +0000 UTC m=+15000.695962388,1661002350,0.018169642857142853,0.6797333333333333,7.896,0.0033076923076923075,0.003159090909090909,0.0228,0.003,0.017083333333333332,0.003,0.003114782608695652,0.0030645161290322586,16.0716,0.0035,0.003,0.003,0.004634517766497461,0.025,0.375
2022-08-20 13:33:30.258303481 +0000 UTC m=+15060.612487485,1661002410,0.35,0.5588,5.964,0.0375,0.32974137931034486,0.0228,0.003,0.0184375,0.003,0.052251184834123235,0.0030952380952380953,12.343733333333333,0.003,0.003,0.003,0.004392670157068063,0.004636363636363636,0.2125
2022-08-20 13:34:30.3402646 +0000 UTC m=+15120.694448612,1661002470,0.35,0.5759333333333333,7.14,0.03749999999999999,0.331140350877193,0.0228,0.003,0.02017857142857143,0.003,0.05060096153846153,0.0030714285714285717,13.2216,0.003,0.0030416666666666665,0.003,0.004194029850746269,0.005,0.2
2022-08-20 13:35:30.627381719 +0000 UTC m=+15180.981565726,1661002530,0.3678571428571428,0.5487333333333333,6.888,0.06875,0.3474264705882353,0.0228,0.003,0.01866379310344828,0.003,0.052983539094650214,0.003,13.003733333333333,0.003,0.003020408163265306,0.003,0.007045454545454544,0.0038571428571428567,0.225
2022-08-20 13:36:30.452067455 +0000 UTC m=+15240.806251460,1661002590,0.019375,0.652,7.98,0.003,0.0031621621621621618,0.0228,0.003,0.017901785714285714,0.003,0.0030761904761904763,0.003,14.3464,0.003,0.0030727272727272725,0.003,0.010499999999999999,0.005,1.75
2022-08-20 13:37:30.308456956 +0000 UTC m=+15300.662640988,1661002650,0.020050000000000002,0.7184666666666667,7.392,0.003,0.00327027027027027,0.0228,0.003,0.018088235294117645,0.003,0.003102272727272727,0.003,14.758,0.0035,0.0030508474576271187,0.003333333333333333,0.006346153846153846,0.017500000000000012,0.375
2022-08-20 13:38:30.308165021 +0000 UTC m=+15360.662349026,1661002710,0.018699999999999994,0.5753333333333334,7.56,0.003,0.0032253521126760563,0.0228,0.003,0.017615384615384613,0.002,0.00309349593495935,0.003,13.1712,0.004,0.003,0.003,0.0047788461538461535,0.0045,0.1375
2022-08-20 13:39:30.614255195 +0000 UTC m=+15420.968439200,1661002770,0.017989130434782608,0.604,7.644,0.003,0.0031298701298701297,0.0228,0.0032857142857142855,0.018516949152542372,0.003,0.003091081593927894,0.003,14.01,0.003,0.0031176470588235292,0.003,0.0048000000000000004,0.0032857142857142855,0.1
2022-08-20 13:40:30.671095105 +0000 UTC m=+15481.025279128,1661002830,0.020892857142857144,0.6515333333333333,8.064,0.0031538461538461538,0.003069767441860465,0.0228,0.003181818181818182,0.018192307692307695,0.003,0.003105263157894737,0.003,14.731733333333334,0.003,0.0030555555555555557,0.003,0.004238532110091743,0.0037777777777777783,0.2
2022-08-20 13:41:30.665238301 +0000 UTC m=+15541.019422314,1661002890,0.02027173913043478,0.6668666666666667,7.056,0.003,0.0031219512195121953,0.0228,0.003,0.017193877551020406,0.003,0.003120218579234972,0.003,14.6104,0.003,0.003052173913043478,0.003,0.004495575221238938,0.004666666666666666,0.2125
2022-08-20 13:42:30.514753944 +0000 UTC m=+15600.868937950,1661002950,0.21370967741935482,0.6115333333333333,7.308,0.005,0.22155172413793103,0.0228,0.003,0.019600000000000003,0.003,0.008571428571428577,0.003,13.027866666666666,0.003,0.003,0.003,0.004383084577114427,0.005,0.175
2022-08-20 13:43:30.410550678 +0000 UTC m=+15660.764734691,1661003010,0.21120689655172412,0.5335333333333333,6.132,0.01749999999999999,0.19519230769230772,0.0228,0.003,0.01986842105263158,0.003,0.0044444444444444444,0.003,12.334533333333333,0.0035,0.003090909090909091,0.003,0.004621951219512195,0.004764705882352941,0.3125
2022-08-20 13:44:30.619865087 +0000 UTC m=+15720.974049093,1661003070,0.20909090909090908,0.6052666666666666,6.3,0.0045,0.21,0.0228,0.003,0.018522727272727274,0.003,0.00472,0.0030800000000000003,14.1456,0.003,0.00303921568627451,0.003,0.004304347826086957,0.005,0.2
2022-08-20 13:45:30.34658532 +0000 UTC m=+15780.700769334,1661003130,0.019456521739130435,0.6566666666666666,7.728,0.0032,0.0033947368421052633,0.0228,0.003,0.018452380952380953,0.003,0.0031563636363636364,0.003,14.978,0.0035,0.003017857142857143,0.003,0.015833333333333328,0.025,0.25
2022-08-20 13:46:30.341999637 +0000 UTC m=+15840.696183643,1661003190,0.0196875,0.7013333333333334,7.728,0.0030952380952380953,0.0032142857142857142,0.0228,0.003,0.01891509433962264,0.003,0.0030919931856899486,0.003,16.327066666666667,0.003,0.0030666666666666668,0.0036666666666666666,0.0075000000000000015,0.031250000000000014,0.37499999999999994
2022-08-20 13:47:30.55623344 +0000 UTC m=+15900.910417445,1661003250,0.01778846153846154,0.6617333333333334,7.896,0.003,0.00332,0.0228,0.003,0.019545454545454546,0.003,0.003171003717472119,0.003,14.8964,0.003,0.0030344827586206895,0.003,0.0048514851485148515,0.06666666666666665,0.175
2022-08-20 13:48:30.437249733 +0000 UTC m=+15960.791433738,1661003310,0.01908653846153846,0.7904666666666667,8.316,0.0031,0.0031666666666666666,0.0228,0.003,0.01798387096774193,0.003,0.003079113924050633,0.002923076923076923,16.826666666666668,0.003,0.003048,0.003,0.029268292682926828,0.03125000000000002,0.375
2022-08-20 13:49:30.729225466 +0000 UTC m=+16021.083409471,1661003370,0.022,0.6382000000000001,7.728,0.003,0.0033733333333333337,0.0228,0.003,0.018169642857142853,0.003,0.003229445506692161,0.003,13.798533333333333,0.003,0.003054054054054054,0.003,0.004784615384615385,0.0035714285714285713,0.2125
2022-08-20 13:50:30.517428873 +0000 UTC m=+16080.871612878,1661003430,0.0165625,0.5591333333333334,5.544,0.003,0.003313725490196078,0.0228,0.003,0.017644230769230766,0.003,0.0032420749279538905,0.003,10.366666666666665,0.003,0.00306,0.003,0.004412935323383085,0.007499999999999999,0.175
2022-08-20 13:51:30.477437457 +0000 UTC m=+16140.831621471,1661003490,5.5357142857142865,0.20493333333333333,1.932,0.23125,2.416666666666667,0.0228,0.003,0.019375,0.003,0.14374999999999996,0.003,4.393466666666666,0.005,0.0031111111111111114,0.003,0.0036122448979591833,0.008333333333333333,0.5
2022-08-20 13:52:30.387134368 +0000 UTC m=+16200.741318382,1661003550,3.6029411764705883,0.22019999999999998,4.032,,2.6785714285714284,0.0228,,0.019107142857142854,,0.08821428571428572,0.003333333333333333,6.5636,,0.003108108108108108,,0.004390243902439025,,
2022-08-20 13:53:30.38869141 +0000 UTC m=+16260.742875443,1661003610,1.661764705882353,0.33893333333333336,5.124,0.004200000000000001,1.1071428571428574,0.0228,0.003,0.020833333333333336,0.003,0.0692307692307692,0.00325,9.563333333333334,0.003,0.003,0.005,0.00396774193548387,0.003,0.2125
2022-08-20 13:54:30.388021878 +0000 UTC m=+16320.742205891,1661003670,0.018815789473684213,0.699,6.72,0.0032,0.003084210526315789,0.0228,0.003,0.018653846153846153,0.003,0.0031385135135135137,0.003,14.738133333333334,0.0035,0.0031481481481481477,0.003,0.0044066985645933015,0.004,0.175
2022-08-20 13:55:30.329137487 +0000 UTC m=+16380.683321509,1661003730,0.018454545454545453,0.6582,8.064,0.0036,0.0032471910112359553,0.0228,0.003,0.018026315789473685,0.003,0.003154621848739496,0.003,16.683333333333334,0.0034000000000000002,0.0030350877192982456,0.003,0.004246511627906976,0.00425,0.1625
2022-08-20 13:56:30.469094815 +0000 UTC m=+16440.823278820,1661003790,0.0184375,0.6758,9.072,0.003181818181818182,0.0031573033707865167,0.0228,0.003,0.018877551020408164,0.003,0.0031475128644939967,0.003076923076923077,16.393066666666666,0.004,0.0031296296296296298,0.0032857142857142855,0.004661375661375661,0.0048,0.2
2022-08-20 13:57:30.27932373 +0000 UTC m=+16500.633507735,1661003850,0.018955223880597016,0.7477999999999999,8.148,0.003,0.003263736263736264,0.0228,0.0031666666666666666,0.017976190476190475,0.002818181818181818,0.003083067092651757,0.003,16.776266666666665,0.003,0.0030877192982456145,0.003,0.008560606060606062,0.033333333333333326,0.235
2022-08-20 13:58:30.460469896 +0000 UTC m=+16560.814653901,1661003910,0.018509615384615388,0.7189333333333333,8.484,0.0032857142857142855,0.003459459459459459,0.0228,0.003,0.018727272727272728,0.003,0.003203454894433781,0.0030666666666666668,15.387466666666667,0.003,0.003036036036036036,0.003,0.02790697674418604,0.02125,0.225
2022-08-20 13:59:30.531964988 +0000 UTC m=+16620.886149002,1661003970,0.019375,0.13213333333333332,0.756,0.003,0.003,0.0228,0.003,0.0165625,,0.003038461538461539,,2.712133333333333,0.003,0.003,,0.003618181818181818,,0.02
2022-08-20 14:00:30.749786827 +0000 UTC m=+16681.103970839,1661004030,0.019,0.16433333333333333,1.26,0.003,0.003,0.0228,0.003,0.0175,0.003,0.003033333333333333,,2.9564,0.004,0.003,0.005,0.003739130434782609,0.005,0.02125
2022-08-20 14:01:30.506014534 +0000 UTC m=+16740.860198547,1661004090,0.024166666666666663,0.17326666666666668,1.008,0.003,0.003,0.0228,0.003181818181818182,0.0175,0.0027142857142857142,0.0030504201680672267,,3.1353333333333335,0.003,0.003,0.003,0.0037640449438202245,0.003,0.025
2022-08-20 14:02:30.380799161 +0000 UTC m=+16800.734983166,1661004150,0.01894230769230769,0.6414,7.728,0.003142857142857143,0.0031951219512195124,0.0228,0.003,0.018571428571428572,0.003,0.003103202846975089,0.003,15.275333333333334,0.0035,0.0031333333333333335,0.003,0.010749999999999997,0.00475,0.3333333333333333
2022-08-20 14:03:30.339575147 +0000 UTC m=+16860.693759152,1661004210,0.01870967741935484,0.6405333333333333,8.568,0.003,0.00336144578313253,0.0228,0.003,0.0193,0.002818181818181818,0.003120274914089347,0.003,15.501733333333334,0.003,0.0030512820512820517,0.003,0.0044666666666666665,0.0035714285714285713,0.175
2022-08-20 14:04:30.368525055 +0000 UTC m=+16920.722709068,1661004270,0.02024038461538462,0.6928,7.392,0.003,0.0032162162162162164,0.0228,0.0031538461538461538,0.01763157894736842,0.003,0.0031128404669260703,0.003,13.926266666666667,0.003,0.003072072072072072,0.003,0.004363636363636363,0.0041111111111111105,0.175
2022-08-20 14:05:30.376823591 +0000 UTC m=+16980.731007604,1661004330,0.0145,0.5718,6.804,0.003363636363636364,0.0030759493670886075,0.0228,0.003,0.01814655172413793,0.003,0.0031396303901437372,0.003,13.556533333333332,0.0036666666666666666,0.003058823529411765,0.003,0.004789954337899543,0.0037777777777777783,0.375
2022-08-20 14:06:30.466592194 +0000 UTC m=+17040.820776199,1661004390,0.01669642857142857,0.7346666666666666,7.14,0.003,0.0031702127659574467,0.0228,0.003,0.01774590163934426,0.003,0.003107594936708861,0.003,16.6968,0.0034000000000000002,0.0030162601626016264,0.003,0.004581818181818182,0.0045,0.175
2022-08-20 14:07:30.273160837 +0000 UTC m=+17100.627344843,1661004450,0.019962686567164177,0.7152666666666666,8.904,0.003,0.0032045454545454547,0.0228,0.003,0.018405172413793105,0.003,0.0031124361158432713,0.0030625,16.364666666666665,0.003,0.0030677966101694916,0.003,0.004775510204081633,0.003769230769230769,0.175
2022-08-20 14:08:30.559212771 +0000 UTC m=+17160.913396807,1661004510,0.017666666666666667,0.6659333333333333,6.552,0.003,0.0030232558139534882,0.0228,0.003,0.01964285714285714,0.003,0.003044198895027624,0.003,13.613333333333333,0.003,0.003146788990825688,0.003,0.004057142857142857,0.06785714285714287,0.175
2022-08-20 14:09:30.232352174 +0000 UTC m=+17220.586536208,1661004570,0.017193877551020406,0.6234,7.14,0.0034000000000000002,0.0030493827160493823,0.0228,0.003,0.01826530612244898,0.003,0.003037174721189591,0.003,14.8304,0.003,0.00307843137254902,0.003,0.0037741935483870965,0.003444444444444444,0.175
2022-08-20 14:10:30.46311748 +0000 UTC m=+17280.817301485,1661004630,0.01903409090909091,0.7252666666666666,7.812,0.003,0.003119047619047619,0.0228,0.0032222222222222222,0.018850000000000002,0.003,0.0030704225352112674,0.003064516129032258,14.746666666666666,0.003,0.003,0.003,0.004740932642487047,0.004818181818181819,0.2125
2022-08-20 14:11:30.407608871 +0000 UTC m=+17340.761792876,1661004690,0.019375,0.7283999999999999,7.728,0.003,0.0031882352941176467,0.0228,0.003333333333333333,0.017835820895522388,0.003,0.0031196581196581198,0.003,15.893466666666667,0.003,0.0031016949152542373,0.003,0.02090909090909091,0.005,0.375
2022-08-20 14:12:30.506518394 +0000 UTC m=+17400.860702399,1661004750,0.01933333333333333,0.6313333333333334,7.98,0.0032857142857142855,0.0033380281690140847,0.0228,0.003,0.01847222222222222,0.003,0.0030740740740740746,0.003,14.410266666666667,0.003,0.003,0.003,0.00975,0.035416666666666666,0.3125
2022-08-20 14:13:30.54569939 +0000 UTC m=+17460.899883395,1661004810,0.01909574468085106,0.7086,8.82,0.003,0.0032531645569620253,0.0228,0.003,0.018389830508474574,0.003,0.003094736842105263,0.003,15.019866666666667,0.003,0.0030695652173913044,0.003,0.0075000000000000015,0.03125,0.25
2022-08-20 14:14:30.519779907 +0000 UTC m=+17520.873963913,1661004870,0.0175,0.6862666666666667,7.728,0.003,0.003168674698795181,0.0228,0.0032857142857142855,0.018235294117647058,0.002818181818181818,0.0031050788091068304,0.0030000000000000005,14.454266666666667,0.003,0.003053571428571429,0.003,0.0048367346938775506,0.0047777777777777775,0.3125
2022-08-20 14:15:30.539170313 +0000 UTC m=+17580.893354335,1661004930,0.018522727272727274,0.85,8.568,0.003,0.003244897959183673,0.0228,0.003,0.018970588235294118,0.003,0.0030919540229885057,0.003064516129032258,17.876266666666666,0.003,0.003059701492537313,0.003,0.004897674418604652,0.053125,0.2
2022-08-20 14:16:30.381293071 +0000 UTC m=+17640.735477080,1661004990,1.833333333333333,0.30146666666666666,4.2,0.003,0.0035454545454545456,0.0228,0.003,0.0190625,0.0026,0.0030712328767123287,0.003,9.8096,0.005,0.003,0.003,0.004073529411764707,0.00375,0.175
2022-08-20 14:17:30.479839269 +0000 UTC m=+17700.834023281,1661005050,2.0961538461538463,0.41933333333333334,3.864,0.00325,0.004,0.0228,0.003,0.018275862068965518,0.003,0.0030890207715133533,0.003,8.8856,0.003,0.0030882352941176473,,0.0038368794326241137,,0.5
2022-08-20 14:18:30.528181557 +0000 UTC m=+17760.882365562,1661005110,2.6923076923076925,0.35506666666666664,4.536,0.003,0.0035000000000000005,0.0228,0.003,0.019375,0.003,0.0030884955752212393,0.0032,9.101333333333335,0.003,0.0030655737704918034,0.003,0.004344262295081967,0.004666666666666666,0.175
2022-08-20 14:19:30.288227953 +0000 UTC m=+17820.642411967,1661005170,8.928571428571429,0.13533333333333333,2.352,0.003,0.003666666666666667,0.0228,0.003,0.01857142857142857,0.003,0.00332,0.003,3.7484,0.003,0.003,0.003,0.0032758620689655174,0.003,
2022-08-20 14:20:30.404157214 +0000 UTC m=+17880.758341225,1661005230,0.022567567567567566,0.5672,7.56,0.003666666666666667,0.0032564102564102563,0.0228,0.003,0.018771186440677965,0.003,0.0031672862453531597,0.003,13.826933333333333,0.003,0.003058823529411765,0.003,0.004894736842105263,0.004333333333333333,0.29166666666666663
2022-08-20 14:21:30.502820894 +0000 UTC m=+17940.857004916,1661005290,0.01903061224489796,0.6878,7.728,0.003,0.0032162162162162164,0.0228,0.003,0.017777777777777778,0.003,0.0030984251968503933,0.002923076923076923,14.156933333333333,0.003,0.0030357142857142857,0.003,0.0048288770053475935,0.0175,0.25
2022-08-20 14:22:30.492876442 +0000 UTC m=+18000.847060449,1661005350,0.02109375,0.6634,8.316,0.003142857142857143,0.003119047619047619,0.0228,0.003,0.01919811320754717,0.002777777777777778,0.0031247706422018345,0.003,14.315866666666667,0.0036666666666666666,0.003017699115044248,0.003,0.006290322580645161,0.004043478260869565,0.175
2022-08-20 14:23:30.500844713 +0000 UTC m=+18060.855028719,1661005410,0.02098837209302325,0.711,7.728,0.0032857142857142855,0.0033950617283950617,0.022793921620901096,0.003,0.01868421052631579,0.002818181818181818,0.003138983050847458,0.003,16.674799999999998,0.003,0.003,0.003,0.006847826086956521,0.045,0.19375
2022-08-20 14:24:30.330939225 +0000 UTC m=+18120.685123230,1661005470,0.09285714285714289,0.49393333333333334,6.216,0.003,0.0033508771929824563,0.0228,0.003,0.01838235294117647,0.003,0.003053789731051345,0.003,10.866933333333332,0.003,0.0030219780219780225,0.003,0.003857142857142857,0.0038000000000000004,0.175
