time,timestamp,checkoutservice_currencyservice,frontend_checkoutservice,adservice_mysql,cartservice_redis-cart,productcatalogservice_mysql,checkoutservice_paymentservice,checkoutservice_shippingservice,frontend_recommendationservice,frontend_adservice,frontend_shippingservice,frontend_productcatalogservice,frontend_currencyservice,recommendationservice_productcatalogservice,checkoutservice_cartservice,frontend_cartservice,checkoutservice_emailservice,checkoutservice_productcatalogservice,gateway_nats
2022-08-20 12:14:30.242727437 +0000 UTC m=+10320.596911450,1660997670,0.0175,0.175,8.652,0.7501333333333333,15.651466666666668,0.004333333333333333,0.0032222222222222222,0.021904761904761906,0.022205882352941173,0.003434782608695652,0.0048202898550724635,0.014934210526315782,0.0088,0.004333333333333333,0.0075,0.0075,0.005714285714285714,0.021733333333333334
2022-08-20 12:15:30.343905235 +0000 UTC m=+10380.698089241,1660997730,0.0038000000000000004,0.2125,8.064,0.7188666666666667,16.816,0.0032222222222222222,0.0033529411764705885,0.0225,0.021111111111111112,0.004,0.005108695652173914,0.010483870967741934,0.009114583333333332,0.0036666666666666666,0.005535714285714285,0.025,0.005909090909090909,0.0228
2022-08-20 12:16:30.366462477 +0000 UTC m=+10440.720646482,1660997790,0.005,0.25,7.644,0.7626000000000001,16.197200000000002,0.003,0.0034000000000000002,0.01974025974025974,0.021576086956521738,0.0033125,0.003957494407158837,0.008401360544217687,0.008155737704918032,0.004,0.005384615384615384,0.175,0.003,0.0228
2022-08-20 12:17:30.263904352 +0000 UTC m=+10500.618088358,1660997850,0.003,0.4375,8.316,0.694,15.11,0.003,0.005,0.0218421052631579,0.019025423728813558,0.0037272727272727275,0.004398963730569948,0.008868243243243245,0.009204545454545453,0.005,0.006623376623376623,0.375,0.0075,0.02
2022-08-20 12:18:30.422851109 +0000 UTC m=+10560.777035115,1660997910,0.003923076923076923,0.5833333333333333,7.56,0.7450666666666668,17.0864,0.0035,0.0038571428571428567,0.020887096774193543,0.01908653846153846,0.0042173913043478265,0.004705705705705706,0.03275862068965517,0.00885,0.0064285714285714285,0.006414473684210526,0.1375,0.0038000000000000004,0.0228
2022-08-20 12:19:30.653996964 +0000 UTC m=+10621.008180980,1660997970,0.004076923076923077,0.5,8.232,0.6382666666666666,15.605333333333334,0.0034,0.0034,0.02125,0.01969827586206897,0.0038000000000000004,0.004731249999999999,0.009390756302521008,0.008045454545454545,0.004428571428571428,0.005625,0.25,0.006875,0.0228
2022-08-20 12:20:30.500961378 +0000 UTC m=+10680.855145383,1660998030,0.0038571428571428567,0.19375,8.736,0.8941333333333333,17.48453333333333,0.005,0.003666666666666667,0.021452702702702702,0.02090909090909091,0.0034375,0.004641646489104116,0.007769886363636363,0.008823529411764706,0.005,0.004763157894736842,0.005,0.005,0.019600000000000003
2022-08-20 12:21:30.664662412 +0000 UTC m=+10741.018846445,1660998090,0.0075,0.19375,7.728,0.6606000000000001,,0.0038000000000000004,0.0045,0.02277777777777778,0.02088235294117647,0.003666666666666667,0.004207446808510639,0.009233576642335766,0.01,0.006818181818181819,0.006513157894736842,0.0075,0.006,0.021485714285714285
2022-08-20 12:22:30.39999603 +0000 UTC m=+10800.754180043,1660998150,0.004666666666666666,0.2125,7.056,0.6745333333333333,15.250533333333333,0.004,0.003,0.02025735294117647,0.019852941176470587,0.004043478260869565,0.004235142118863049,0.007857142857142856,0.008611111111111111,0.005,0.007405063291139241,0.0075,0.0036666666666666666,0.0212
2022-08-20 12:23:30.37848109 +0000 UTC m=+10860.732665095,1660998210,0.0625,0.375,8.568,0.751,13.660133333333333,0.005,0.0036666666666666666,0.022083333333333333,0.020423728813559323,0.004714285714285714,0.004581818181818182,0.009344827586206896,0.009166666666666668,0.005,0.004220779220779221,0.005,0.0075,0.0212
2022-08-20 12:24:30.455555995 +0000 UTC m=+10920.809740000,1660998270,0.005,0.75,7.896,0.5547333333333333,15.629466666666668,0.005,0.003,0.022083333333333333,0.019545454545454546,0.003384615384615385,0.004278873239436619,0.007531055900621118,0.008673469387755102,0.0036666666666666666,0.0044375,0.75,0.004,0.0212
2022-08-20 12:25:30.447206095 +0000 UTC m=+10980.801390099,1660998330,0.004200000000000001,0.875,7.896,0.6815333333333333,14.220799999999999,0.003,0.005,0.02141304347826087,0.0184375,0.0033478260869565213,0.004132867132867132,0.008145833333333335,0.0087,0.0036666666666666666,0.004416666666666666,0.75,0.0034000000000000002,0.0228
2022-08-20 12:26:30.226631572 +0000 UTC m=+11040.580815578,1660998390,0.013749999999999998,0.875,8.316,0.6849333333333333,14.859466666666668,0.0035,0.0032222222222222222,0.021973684210526315,0.019346153846153846,0.0030952380952380953,0.004310924369747899,0.00853813559322034,0.00875,0.006666666666666666,0.0062012987012987015,0.75,0.005,0.0212
2022-08-20 12:27:30.576659859 +0000 UTC m=+11100.930843874,1660998450,0.004,0.175,8.736,0.6110666666666668,16.776266666666665,0.004333333333333333,0.0032222222222222222,0.022083333333333337,0.020528846153846154,0.0034545454545454545,0.00430635838150289,0.00804794520547945,0.008571428571428572,0.0064285714285714285,0.006161971830985916,0.0075,0.0064285714285714285,0.0228
2022-08-20 12:28:30.360131821 +0000 UTC m=+11160.714315837,1660998510,0.003909090909090909,0.625,8.736,0.6884,16.35546666666667,0.0036666666666666666,0.004200000000000001,0.020476190476190474,0.02089622641509434,0.003363636363636364,0.004388571428571429,0.00903543307086614,0.007990196078431372,0.005,0.00475,0.005,0.005714285714285714,0.0212
2022-08-20 12:29:30.354736475 +0000 UTC m=+11220.708920490,1660998570,0.006874999999999999,0.175,7.56,0.6781333333333334,16.265333333333334,0.0035,0.0035,0.022600000000000002,0.019193548387096773,0.0035454545454545456,0.004172972972972973,0.008722222222222221,0.009276315789473685,0.0035,0.0045,0.004333333333333333,0.0031538461538461538,0.0228
2022-08-20 12:30:30.405052984 +0000 UTC m=+11280.759236989,1660998630,0.0041111111111111105,0.375,8.316,0.8005333333333333,17.490933333333334,0.003,0.0034000000000000002,0.022272727272727274,0.0203125,0.003740740740740741,0.004120000000000001,0.021632653061224496,0.0085625,0.0075,0.006822916666666666,0.0075,0.006071428571428571,0.0228
2022-08-20 12:31:30.413140371 +0000 UTC m=+11340.767324389,1660998690,0.03749999999999999,0.175,8.064,0.6215333333333333,16.012,0.0075,0.003,0.021370967741935483,0.022,0.004200000000000001,0.004269035532994923,0.0095,0.008936170212765958,0.006666666666666666,0.0067151162790697674,0.01,0.0075,0.0228
2022-08-20 12:32:30.541752289 +0000 UTC m=+11400.895936307,1660998750,0.01,0.4375,7.896,0.7252000000000001,16.469733333333334,0.003,0.0032222222222222222,0.024202127659574465,0.019705882352941174,0.0032666666666666664,0.003946882217090069,0.008222222222222221,0.0098125,0.005,0.00405,0.29166666666666663,0.003235294117647059,0.0228
2022-08-20 12:33:30.391634142 +0000 UTC m=+11460.745818156,1660998810,0.0041111111111111105,0.4583333333333333,8.232,0.8113333333333334,15.002133333333333,0.006666666666666666,0.003,0.024846938775510204,0.019125,0.0038000000000000004,0.003922727272727273,0.008548387096774194,0.009202127659574469,0.0045,0.004803278688524591,0.25,0.004333333333333333,0.0228
2022-08-20 12:34:30.63955991 +0000 UTC m=+11520.993743924,1660998870,0.003,0.75,6.468,0.5214666666666667,12.8192,0.0075,0.005,0.020817307692307694,0.01986111111111111,0.003666666666666667,0.004691176470588235,0.009331210191082802,0.009038461538461539,0.005,0.006875,0.75,0.003,0.019600000000000003
2022-08-20 12:35:30.413190483 +0000 UTC m=+11580.767374488,1660998930,0.00423076923076923,0.19,7.812,0.706,17.920266666666667,0.005833333333333333,0.0038571428571428567,0.020416666666666666,0.0194672131147541,0.0035833333333333333,0.00393421052631579,0.0070486111111111105,0.008571428571428572,0.004333333333333333,0.006375,0.0075,0.006666666666666666,0.0214
2022-08-20 12:36:30.348603039 +0000 UTC m=+11640.702787044,1660998990,0.004818181818181819,0.2125,8.82,0.6163333333333334,16.2788,0.004,0.004428571428571428,0.020403225806451614,0.020694444444444442,0.003666666666666667,0.0038038277511961726,0.007165492957746479,0.008319672131147541,0.005,0.003765432098765432,0.005833333333333333,0.004333333333333334,0.0212
2022-08-20 12:37:30.344114062 +0000 UTC m=+11700.698298077,1660999050,0.00423076923076923,0.15,7.224,0.7674,16.826666666666668,0.0036666666666666666,0.0032857142857142855,0.021678571428571426,0.02085106382978723,0.0037333333333333333,0.0040695652173913036,0.007460629921259843,0.009418604651162791,0.0036666666666666666,0.0044358974358974365,0.005,0.00425,0.0213
2022-08-20 12:38:30.382791944 +0000 UTC m=+11760.736975978,1660999110,0.003769230769230769,0.17499999999999996,9.324,0.722,15.726,0.004333333333333333,0.0032222222222222222,0.020171232876712332,0.022228260869565218,0.0034545454545454545,0.004150234741784038,0.00715811965811966,0.008432203389830509,0.0064285714285714285,0.006585365853658537,0.005833333333333333,0.004714285714285714,0.019600000000000003
2022-08-20 12:39:30.291562287 +0000 UTC m=+11820.645746301,1660999170,0.004333333333333333,0.225,9.492,0.8027333333333333,18.072133333333333,0.0034000000000000002,0.003666666666666667,0.0220703125,0.0203125,0.004047619047619047,0.004045454545454545,0.008407407407407409,0.009540816326530612,0.00625,0.005933333333333334,0.007,0.006875,0.0228
2022-08-20 12:40:30.402211218 +0000 UTC m=+11880.756395232,1660999230,0.006250000000000001,0.3125,7.98,0.8108666666666666,16.437066666666666,0.005833333333333333,0.003,0.02197761194029851,0.0210377358490566,0.0041,0.004705882352941177,0.008587786259541985,0.009693877551020406,0.003857142857142857,0.005084745762711864,0.004333333333333334,0.003181818181818182,0.019600000000000003
2022-08-20 12:41:30.715640082 +0000 UTC m=+11941.069824088,1660999290,0.014999999999999996,1.5,8.736,0.6968666666666666,16.111333333333334,0.004333333333333333,0.0032222222222222222,0.02277777777777778,0.022,0.0035714285714285718,0.004073170731707317,0.008238636363636363,0.00966216216216216,0.0038571428571428567,0.00432394366197183,1.25,0.0036153846153846154,0.02
2022-08-20 12:42:30.593711631 +0000 UTC m=+12000.947895648,1660999350,0.0035454545454545456,0.75,9.744,0.6340666666666667,16.782666666666668,0.0035,0.004333333333333333,0.021188524590163935,0.018852459016393444,0.0034761904761904765,0.004060367454068242,0.00826086956521739,0.008798076923076924,0.006666666666666666,0.004194444444444444,0.875,0.0075,0.019600000000000003
2022-08-20 12:43:30.272122216 +0000 UTC m=+12060.626306229,1660999410,0.004,,7.392,0.6826666666666666,14.156933333333333,0.003,0.0032222222222222222,0.0240625,0.02102040816326531,0.0033478260869565213,0.004484057971014493,0.008671328671328672,0.009928571428571429,0.007083333333333333,0.0063782051282051284,1.9375,0.004,0.0228
2022-08-20 12:44:30.29352871 +0000 UTC m=+12120.647712726,1660999470,0.004666666666666666,0.25,8.148,0.6113333333333334,16.7472,0.003,0.0032857142857142855,0.02241379310344828,0.02089622641509434,0.004625,0.004097560975609756,0.009566115702479339,0.009293478260869565,0.0036666666666666666,0.006071428571428571,0.006666666666666666,0.003333333333333333,0.019600000000000003
2022-08-20 12:45:30.399083159 +0000 UTC m=+12180.753267173,1660999530,0.0075,0.5,7.812,0.7887333333333334,15.5876,0.003333333333333333,0.003333333333333333,0.02076086956521739,0.020555555555555556,0.0034545454545454545,0.00408411214953271,0.020928571428571432,0.0078125,0.005714285714285714,0.004263157894736843,0.005625,0.0046,0.02
2022-08-20 12:46:30.481125482 +0000 UTC m=+12240.835309496,1660999590,,0.37499999999999994,7.224,0.7335333333333333,14.548666666666666,,,0.021896551724137934,0.020528846153846154,0.003857142857142857,0.004625,0.00908,0.008693181818181819,,0.004260273972602741,,,0.0228
2022-08-20 12:47:30.265686127 +0000 UTC m=+12300.619870143,1660999650,0.04375,0.21249999999999997,7.896,0.7123999999999999,14.953866666666666,0.006666666666666666,0.003,0.0213135593220339,0.019764150943396223,0.0034,0.0038759124087591242,0.008517857142857143,0.008277777777777778,0.0075,0.006282894736842105,0.0075,0.0075,0.0228
2022-08-20 12:48:30.621121372 +0000 UTC m=+12360.975305380,1660999710,0.005,0.2125,7.392,0.6042000000000001,14.3684,0.0075,0.004333333333333333,0.021805555555555557,0.02044117647058824,0.004157894736842105,0.004582278481012658,0.02642045454545454,0.008913043478260869,0.005833333333333333,0.00625,0.0075,0.004333333333333333,0.0228
2022-08-20 12:49:30.311249338 +0000 UTC m=+12420.665433356,1660999770,0.005,0.175,8.064,0.7583333333333334,18.314133333333334,0.0045,0.003333333333333333,0.02135714285714286,0.020817307692307694,0.0035925925925925925,0.004016949152542373,0.00823076923076923,0.008981481481481481,0.0035454545454545456,0.004855072463768115,0.006875,0.005625,0.0228
2022-08-20 12:50:30.320024223 +0000 UTC m=+12480.674208228,1660999830,0.004666666666666666,0.75,7.98,0.5102666666666666,14.929733333333333,0.75,0.004,0.020471698113207547,0.02056122448979592,0.00423076923076923,0.003972809667673716,0.008854166666666666,0.008725490196078432,0.007,0.004642857142857142,0.0075,0.0036666666666666666,0.019600000000000003
2022-08-20 12:51:30.4921434 +0000 UTC m=+12540.846327405,1660999890,0.004428571428571428,0.75,8.4,0.6573333333333333,14.797733333333333,0.75,0.003666666666666666,0.02057377049180328,0.019807692307692307,0.0041111111111111105,0.004449367088607594,0.0090748031496063,0.00875,0.004199999999999999,0.006654411764705883,0.0075,0.004199999999999999,0.0228
2022-08-20 12:52:30.522277425 +0000 UTC m=+12600.876461441,1660999950,0.004818181818181819,,8.484,0.5357333333333334,15.557066666666667,0.75,0.0034000000000000002,0.0214,0.01925,0.0034000000000000002,0.004197492163009404,0.009845132743362833,0.008806818181818183,0.007,0.006195652173913043,0.0075,0.005625,0.0228
2022-08-20 12:53:30.337983911 +0000 UTC m=+12660.692167917,1661000010,0.01,0.205,8.232,0.7273333333333334,15.825333333333335,0.0035,0.0032222222222222222,0.020961538461538462,0.0203448275862069,0.0035555555555555557,0.003948356807511737,0.009278846153846153,0.008537735849056604,0.005833333333333333,0.00471875,0.005833333333333333,0.0047777777777777775,0.0228
2022-08-20 12:54:30.354694434 +0000 UTC m=+12720.708878456,1661000070,0.025,,8.316,0.6404666666666667,16.659200000000002,0.00625,0.0034000000000000002,0.02,0.02,0.003636363636363637,0.00412280701754386,0.009772727272727273,0.008597560975609757,0.004,0.0045,0.004,0.0046,0.0212
2022-08-20 12:55:30.553340388 +0000 UTC m=+12780.907524393,1661000130,0.055,0.175,8.988,0.5562,13.853866666666667,0.01,0.0036666666666666666,0.020125,0.020625,0.004,0.004059154929577465,0.008716216216216217,0.008152173913043478,0.0075,0.005573770491803278,0.0075,0.0075,0.0228
2022-08-20 12:56:30.273097625 +0000 UTC m=+12840.627281638,1661000190,0.00625,0.25,6.468,0.5478,13.283333333333333,0.004,0.003333333333333333,0.020375,0.019905660377358494,0.0034761904761904765,0.004109826589595376,0.009829059829059829,0.0090625,0.005625,0.006578947368421053,0.0075,0.004333333333333333,0.0228
2022-08-20 12:57:30.615139513 +0000 UTC m=+12900.969323519,1661000250,0.01,0.175,7.056,0.6304666666666667,15.554933333333333,0.0034000000000000002,0.003,0.020282258064516133,0.019545454545454546,0.0035714285714285718,0.0040025974025974026,0.008338815789473685,0.00846590909090909,0.003181818181818182,0.004171428571428571,0.007,0.0042727272727272735,0.0228
2022-08-20 12:58:30.617271132 +0000 UTC m=+12960.971455167,1661000310,0.07,0.2,7.392,0.6376000000000001,13.886533333333333,0.006666666666666666,0.003,0.021186440677966104,0.018875,0.004058823529411765,0.0039669211195928755,0.009891304347826087,0.008461538461538461,0.0032857142857142855,0.004666666666666666,0.0036666666666666666,0.005,0.0228
2022-08-20 12:59:30.496524568 +0000 UTC m=+13020.850708580,1661000370,0.004333333333333333,0.25,7.476,0.6678,16.3356,0.03125,0.003,0.0213671875,0.022391304347826085,0.004,0.005044014084507043,0.0088125,0.008666666666666668,0.006875,0.0067222222222222214,0.0075,0.0037272727272727275,0.0228
2022-08-20 13:00:30.482169619 +0000 UTC m=+13080.836353632,1661000430,0.004142857142857143,0.225,8.148,0.6047333333333333,16.34906666666667,0.0625,0.003333333333333333,0.022244897959183673,0.020471698113207547,0.005,0.004901060070671377,0.019868421052631577,0.008921568627450981,0.005,0.006643835616438356,0.0075,0.006071428571428571,0.019600000000000003
2022-08-20 13:01:30.516306307 +0000 UTC m=+13140.870490323,1661000490,0.0625,0.3125,8.484,0.6660666666666667,15.620933333333333,0.175,0.005,0.019519230769230768,0.01990566037735849,0.0032857142857142855,0.003965034965034965,0.007754237288135593,0.008173076923076924,0.003,0.003975,0.005,0.0075,0.0228
2022-08-20 13:02:30.410920063 +0000 UTC m=+13200.765104069,1661000550,0.04,0.22,7.476,0.7139333333333333,15.950933333333332,0.025,0.004,0.02204918032786885,0.019435483870967742,0.003521739130434782,0.0042590673575129525,0.008665254237288134,0.009147727272727273,0.00475,0.0045223880597014925,0.0045,0.005,0.0228
2022-08-20 13:03:30.252330734 +0000 UTC m=+13260.606514766,1661000610,0.005,0.225,8.4,0.7185333333333334,15.068133333333334,0.006875,0.0041111111111111105,0.020652173913043477,0.019115384615384617,0.0038181818181818187,0.004686274509803921,0.009869402985074625,0.00860576923076923,0.0045,0.004628571428571428,0.007083333333333334,0.005277777777777778,0.0228
2022-08-20 13:04:30.628360126 +0000 UTC m=+13320.982544142,1661000670,0.003625,0.25,7.644,0.8044,16.119866666666667,0.004333333333333333,0.0032222222222222222,0.021691176470588235,0.0205,0.003533333333333333,0.004223255813953488,0.007661290322580645,0.00866279069767442,0.005,0.0066052631578947365,0.0075,0.003909090909090909,0.0228
2022-08-20 13:05:30.315718428 +0000 UTC m=+13380.669902434,1661000730,0.075,0.19375,8.148,0.6998666666666666,14.106533333333333,0.0075,0.005,0.022284482758620692,0.020044642857142855,0.004375,0.004185,0.009209401709401708,0.01293478260869565,0.006666666666666666,0.006908602150537634,0.01,0.0036666666666666666,0.0228
2022-08-20 13:06:30.330929775 +0000 UTC m=+13440.685113789,1661000790,0.03125,0.625,8.568,0.6492666666666667,15.3016,0.004,0.004428571428571428,0.02245535714285714,0.019,0.003888888888888889,0.004,0.03416666666666668,0.009487179487179488,0.004428571428571428,0.004,0.004,0.005961538461538462,0.019600000000000003
2022-08-20 13:07:30.274661245 +0000 UTC m=+13500.628845267,1661000850,0.0038000000000000004,0.175,8.568,0.6484666666666667,14.102266666666667,0.0035,0.0035,0.020113636363636365,0.022065217391304345,0.004333333333333333,0.0045015197568389065,0.007692307692307693,0.00825,0.004333333333333333,0.004313432835820896,0.0035,0.006875,0.0212
2022-08-20 13:08:30.674539965 +0000 UTC m=+13561.028723976,1661000910,0.004,0.3333333333333333,6.72,0.5371333333333334,10.429066666666667,0.0075,0.003,0.19409090909090906,0.022162162162162165,0.003714285714285714,0.1477272727272727,0.00814885496183206,0.18720930232558142,0.005,0.006507936507936508,0.0075,0.175,0.0228
2022-08-20 13:09:30.456347887 +0000 UTC m=+13620.810531891,1661000970,0.0032,0.375,6.552,0.5652666666666667,13.703466666666667,0.00625,0.0034000000000000002,0.185546875,0.019230769230769232,0.004833333333333334,0.13990825688073394,0.008407534246575343,0.17370689655172417,0.0075,0.0064516129032258064,0.01375,0.175,0.019600000000000003
2022-08-20 13:10:30.592199959 +0000 UTC m=+13680.946383973,1661001030,0.005,0.29166666666666663,5.712,0.5673333333333334,11.592933333333333,0.004333333333333333,0.005,0.19230769230769232,0.01971590909090909,0.0040526315789473685,0.13645510835913313,0.00740909090909091,0.1788793103448276,0.0038571428571428567,0.004464285714285714,0.0035,0.1625,0.0228
2022-08-20 13:11:30.5200233 +0000 UTC m=+13740.874207313,1661001090,0.004,0.2,7.392,0.5884666666666667,15.675600000000001,0.005,0.004428571428571428,0.021105769230769234,0.021173469387755103,0.0038,0.004212307692307692,0.008987603305785123,0.008369565217391305,0.006875,0.0063524590163934426,0.007,0.007083333333333333,0.02
2022-08-20 13:12:30.449252972 +0000 UTC m=+13800.803436985,1661001150,0.055,0.175,7.56,0.6277333333333334,14.304533333333334,0.00625,0.0034000000000000002,0.02326923076923077,0.020754716981132078,0.004285714285714287,0.0046325301204819275,0.009942748091603053,0.009539473684210526,0.007,0.0069642857142857145,0.00875,0.004,0.0228
2022-08-20 13:13:30.452321536 +0000 UTC m=+13860.806505550,1661001210,0.0075,0.225,6.552,0.6345333333333333,16.170266666666667,0.00625,0.003666666666666667,0.0218421052631579,0.020597826086956518,0.003538461538461539,0.004420454545454546,0.009957983193277311,0.008829787234042551,0.004,0.00465079365079365,0.005,0.0038,0.0228
2022-08-20 13:14:30.635622178 +0000 UTC m=+13920.989806195,1661001270,0.003999999999999999,0.15,8.232,0.7274666666666667,16.320666666666668,0.004333333333333333,0.0038571428571428567,0.019351851851851856,0.020394736842105264,0.003740740740740741,0.004101769911504425,0.007378787878787879,0.008333333333333331,0.005,0.004080459770114943,0.006875,0.0036,0.019600000000000003
2022-08-20 13:15:30.338229838 +0000 UTC m=+13980.692413843,1661001330,0.004199999999999999,0.225,8.148,0.6292000000000001,16.862133333333336,0.0065,0.004384615384615384,0.021567796610169495,0.02058823529411765,0.004411764705882353,0.0041204188481675395,0.007605633802816901,0.00885,0.0065625,0.006381578947368421,0.006944444444444445,0.0040526315789473685,0.0214
2022-08-20 13:16:30.415745844 +0000 UTC m=+14040.769929867,1661001390,0.0032222222222222222,0.25,3.612,0.4398,7.1512,0.006666666666666666,0.006666666666666666,0.29687499999999994,0.01977272727272727,0.0035714285714285713,0.13035714285714287,0.007626262626262626,1.0865384615384615,0.0075,0.006304347826086956,0.0075,0.33333333333333337,0.0228
2022-08-20 13:17:30.554389153 +0000 UTC m=+14100.908573170,1661001450,0.005,1.75,3.444,0.3236,7.714666666666667,0.0075,0.003,1.5735294117647058,0.01857142857142857,0.00475,0.3968531468531469,0.0065,1.475,0.003,0.004333333333333333,0.0075,0.375,0.0228
2022-08-20 13:18:30.620530721 +0000 UTC m=+14160.974714726,1661001510,0.005,0.375,4.452,0.30306666666666665,8.330666666666666,0.005,0.0036666666666666666,1.0576923076923077,0.02125,0.004714285714285714,0.3561151079136691,0.007227722772277228,0.8076923076923078,0.006666666666666666,0.0058823529411764705,0.01,0.05,0.0228
2022-08-20 13:19:30.664657985 +0000 UTC m=+14221.018841999,1661001570,,,0.84,0.15306666666666666,1.6244,,,1.975,0.0203125,0.00625,0.7034883720930233,0.008161764705882353,,,0.007236842105263158,,,0.0228
2022-08-20 13:20:30.526027843 +0000 UTC m=+14280.880211858,1661001630,0.0625,0.25,6.972,0.6936666666666667,13.644533333333333,0.0075,0.003,0.025735294117647058,0.01894736842105263,0.003272727272727273,0.006088957055214724,0.04962121212121212,0.01083333333333333,0.006666666666666666,0.005401785714285714,0.005,0.0075,0.0212
2022-08-20 13:21:30.434255227 +0000 UTC m=+14340.788439243,1661001690,0.005,0.2,7.308,0.6572666666666667,14.300266666666666,0.0075,0.0075,0.023316326530612243,0.02018867924528302,0.0035000000000000005,0.004551020408163266,0.008446969696969698,0.009117647058823529,0.006666666666666666,0.00602112676056338,0.0075,0.0075,0.02
2022-08-20 13:22:30.378465221 +0000 UTC m=+14400.732649227,1661001750,0.0038571428571428567,0.19375,7.728,0.6862,14.784266666666666,0.00625,0.004,0.021008064516129032,0.0211,0.003857142857142857,0.004428571428571428,0.013984375,0.008617021276595745,0.005,0.006,0.0075,0.007083333333333334,0.0228
2022-08-20 13:23:30.323720284 +0000 UTC m=+14460.677904294,1661001810,0.0075,0.25,7.56,0.6482,15.448533333333334,0.005,0.003,0.02277777777777778,0.02033018867924528,0.0037272727272727275,0.004046228710462288,0.009123931623931623,0.009085365853658538,0.003999999999999999,0.0045223880597014925,0.006666666666666666,0.003999999999999999,0.019600000000000003
2022-08-20 13:24:30.513981239 +0000 UTC m=+14520.868165255,1661001870,0.01,0.2125,7.308,0.704,14.590533333333333,0.00875,0.003,0.021015625,0.019344262295081967,0.0035833333333333333,0.0037902869757174395,0.00903361344537815,0.00869047619047619,0.00625,0.006298701298701298,0.0075,0.0033333333333333335,0.019600000000000003
2022-08-20 13:25:30.639750314 +0000 UTC m=+14580.993934348,1661001930,0.075,0.06250000000000001,1.008,0.16433333333333333,2.8506666666666667,0.003,0.003,0.019107142857142854,0.019375,,0.00630952380952381,0.007363013698630136,0.007692307692307692,0.0075,0.007,0.0075,0.004,0.0228
2022-08-20 13:26:30.46315106 +0000 UTC m=+14640.817335064,1661001990,0.0075,0.025,1.176,0.15093333333333334,2.8336,0.003,0.003,0.0205,0.018863636363636364,,0.006493055555555556,0.008262711864406778,0.009375,0.0075,0.00425,0.003,0.005833333333333333,0.019600000000000003
2022-08-20 13:27:30.613887527 +0000 UTC m=+14700.968071533,1661002050,0.005,0.0375,0.924,0.15446666666666667,2.776133333333333,0.0075,0.006666666666666666,0.02275,0.02,,0.006031746031746031,0.00762987012987013,0.009285714285714286,0.005,0.0055,0.0075,0.0036666666666666666,0.0228
2022-08-20 13:28:30.35450537 +0000 UTC m=+14760.708689375,1661002110,0.004714285714285714,0.2125,7.056,0.624,15.026266666666666,0.006666666666666666,0.0036666666666666666,0.022631578947368423,0.022375,0.00332258064516129,0.0046300578034682086,0.009338235294117647,0.009339622641509435,0.00625,0.006397058823529411,0.0075,0.0038571428571428567,0.0228
2022-08-20 13:29:30.452840852 +0000 UTC m=+14820.807024867,1661002170,0.027083333333333338,0.23125,8.232,0.7894,15.420133333333332,0.003999999999999999,0.00325,0.020171232876712332,0.022391304347826085,0.0033703703703703704,0.0045695538057742785,0.009670542635658915,0.008349056603773585,0.005,0.007301587301587302,0.0046,0.004294117647058824,0.0228
2022-08-20 13:30:30.495775228 +0000 UTC m=+14880.849959233,1661002230,0.01,0.175,6.636,0.5806666666666667,15.096533333333333,0.0075,0.003,0.02040322580645161,0.020255102040816327,0.0041111111111111105,0.00415,0.00872093023255814,0.008611111111111111,0.005,0.004164179104477611,0.003,0.004,0.021733333333333334
2022-08-20 13:31:30.363796792 +0000 UTC m=+14940.717980798,1661002290,0.004666666666666666,0.375,7.476,0.5924666666666667,15.508133333333333,0.004,0.003,0.021805555555555557,0.019078947368421056,0.003272727272727273,0.004023872679045093,0.008974358974358974,0.008724489795918368,0.00625,0.006837349397590361,0.008,0.003909090909090909,0.0212
2022-08-20 13:32:30.367456568 +0000 UTC m=+15000.721640575,1661002350,0.05384615384615385,0.175,8.064,0.6968,16.459066666666665,0.0036666666666666666,0.003461538461538461,0.020652173913043477,0.018951612903225803,0.003666666666666667,0.0038959276018099547,0.007824427480916031,0.008552631578947369,0.004200000000000001,0.006378205128205128,0.007,0.004058823529411765,0.019600000000000003
2022-08-20 13:33:30.273860668 +0000 UTC m=+15060.628044673,1661002410,0.0035714285714285713,0.375,6.384,0.6246666666666666,11.558133333333334,0.0075,0.005,0.35661764705882354,0.01984375,0.003444444444444444,0.055975609756097555,0.008717105263157894,0.3448275862068965,0.005,0.003873239436619718,0.0075,0.05,0.0212
2022-08-20 13:34:30.362331629 +0000 UTC m=+15120.716515657,1661002470,0.004555555555555556,0.175,6.384,0.5841333333333333,11.7512,0.0036666666666666666,0.0036666666666666666,0.35040983606557374,0.02125,0.004714285714285714,0.03750000000000005,0.008063909774436091,0.3458333333333334,0.0065,0.0065151515151515155,0.0075,0.01,0.0228
2022-08-20 13:35:30.648194345 +0000 UTC m=+15181.002378390,1661002530,0.004714285714285714,0.3125,6.804,0.5528666666666667,14.0952,0.005833333333333333,0.004333333333333333,0.36491935483870963,0.02015625,0.0035714285714285713,0.009880952380952381,0.008350340136054422,0.3639705882352941,0.004333333333333333,0.006849315068493151,0.0075,0.06666666666666665,0.0228
2022-08-20 13:36:30.467729038 +0000 UTC m=+15240.821913043,1661002590,0.07916666666666666,0.375,7.644,0.7014,14.601866666666666,0.0075,0.003,0.020450819672131148,0.020131578947368424,0.003941176470588235,0.00409375,0.023815789473684217,0.00851063829787234,0.003,0.004492537313432836,0.0075,0.006666666666666666,0.0228
