time,timestamp,checkoutservice_shippingservice,gateway_nats,frontend_adservice,checkoutservice_currencyservice,checkoutservice_cartservice,productcatalogservice_mysql,cartservice_redis-cart,frontend_shippingservice,checkoutservice_emailservice,frontend_checkoutservice,checkoutservice_paymentservice,adservice_mysql,frontend_recommendationservice,frontend_productcatalogservice,frontend_cartservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_currencyservice
2022-08-14 07:11:48.637692014 +0000 UTC m=+18960.869493368,1660461108,,0.019600000000000003,0.02,,,0.9112,0.05993333333333333,0.003,,,,0.672,,0.984375,0.003,,,0.00875
2022-08-14 07:12:48.44545079 +0000 UTC m=+19020.677252176,1660461168,,0.019600000000000003,0.0175,,,0.45346666666666663,0.031266666666666665,0.003,,,,0.42,,4.166666666666667,0.003,,,0.003999999999999999
2022-08-14 07:13:48.507841424 +0000 UTC m=+19080.739642777,1660461228,0.003,0.019600000000000003,0.0175,0.01,0.003,3.5631999999999997,0.037333333333333336,0.003,0.0036666666666666666,0.4375,0.0075,2.1,24.28571428571428,0.00513157894736842,0.003,0.0035,0.25,0.008214285714285714
2022-08-14 07:14:48.498782499 +0000 UTC m=+19140.730583852,1660461288,0.003,0.019600000000000003,0.01790909090909091,0.05,0.003,13.829066666666668,0.658,0.003,0.003,0.5,0.003,7.728,0.018513513513513512,0.0030472727272727275,0.00309009009009009,0.003,0.0031250000000000006,0.030357142857142853
2022-08-14 07:15:48.691403231 +0000 UTC m=+19200.923204585,1660461348,0.003,0.019600000000000003,0.01847222222222222,0.056578947368421055,0.003,14.9276,0.6068,0.003,0.003,0.34375,0.0032857142857142855,7.308,0.019450000000000002,0.003216110019646366,0.003036036036036036,0.0031666666666666666,0.003324324324324324,0.030937499999999996
2022-08-14 07:16:48.565567521 +0000 UTC m=+19260.797368874,1660461408,0.003,0.019600000000000003,0.01814655172413793,0.004,0.003,16.842266666666667,0.5984666666666667,0.003,0.003,0.17499999999999996,0.003,8.82,0.02,0.0030834621329211744,0.0030508474576271187,0.0032,0.0031875,0.004600000000000001
2022-08-14 07:17:48.658741659 +0000 UTC m=+19320.890543012,1660461468,0.003,0.019600000000000003,0.01818181818181818,0.0048,0.003,16.7536,0.6058666666666667,0.003,0.0038000000000000004,0.25,0.003,7.644,0.018875,0.003232902033271719,0.003018348623853211,0.0033076923076923075,0.0033414634146341463,0.004354497354497355
2022-08-14 07:18:48.602019365 +0000 UTC m=+19380.833820728,1660461528,0.003,0.019600000000000003,0.018632075471698113,0.005,0.003,15.002133333333333,0.5816,0.0030714285714285717,0.003,0.1,0.003,7.56,0.021413043478260868,0.003222664015904573,0.0030373831775700934,0.003,0.0032368421052631578,0.004326424870466321
2022-08-14 07:19:48.432093609 +0000 UTC m=+19440.663894962,1660461588,,0.019600000000000003,0.0175,0.003,0.003,2.6661333333333332,0.1532666666666667,,,0.0175,0.003,1.26,0.0175,0.003082474226804123,0.003,0.003,0.003,0.0035693430656934307
2022-08-14 07:20:48.457799517 +0000 UTC m=+19500.689600880,1660461648,0.003,0.019600000000000003,0.0175,,0.003,2.5454666666666665,0.15633333333333335,,0.003,0.02125,,1.428,0.0175,0.003064516129032258,0.003129032258064516,,0.0031333333333333335,0.003625850340136054
2022-08-14 07:21:48.567830891 +0000 UTC m=+19560.799632244,1660461708,,0.019600000000000003,0.01875,,0.003,2.3538666666666668,0.18453333333333333,,,,,1.344,0.02125,0.0031098901098901097,0.0030714285714285717,,0.0031538461538461538,0.0042352941176470585
2022-08-14 07:22:48.543099373 +0000 UTC m=+19620.774900726,1660461768,0.003,0.019600000000000003,0.01919811320754717,0.0375,0.003,15.400266666666667,0.7721333333333333,0.003,0.003,,0.003,8.064,0.02046875,0.0032569832402234637,0.0030366972477064223,0.003235294117647059,0.003493150684931507,0.005689655172413791
2022-08-14 07:23:48.543883825 +0000 UTC m=+19680.775685196,1660461828,0.003,0.019600000000000003,0.01869047619047619,0.004333333333333334,0.003,16.529333333333334,0.8431333333333333,0.003,0.003,0.25,0.003,8.82,0.018225806451612904,0.0031261595547309837,0.003,0.0035,0.003119047619047619,0.0046875
2022-08-14 07:24:48.597180279 +0000 UTC m=+19740.828981632,1660461888,0.003,0.019600000000000003,0.018157894736842102,0.0037619047619047623,0.003,16.628666666666668,0.61,0.003,0.003,0.1625,0.003,7.476,0.01797872340425532,0.003136531365313653,0.0030000000000000005,0.0032857142857142855,0.003246913580246913,0.004576036866359446
2022-08-14 07:25:48.51637143 +0000 UTC m=+19800.748172784,1660461948,0.003,0.019600000000000003,0.01795,0.00425,0.003,11.712133333333334,0.6694666666666667,0.003,0.0036666666666666666,0.3333333333333333,0.003,6.804,0.017094594594594597,0.003151111111111111,0.003019417475728155,0.0032,0.0032769230769230774,0.004746031746031747
2022-08-14 07:26:48.538132414 +0000 UTC m=+19860.769933768,1660462008,0.003,0.019600000000000003,0.02015625,0.06666666666666665,0.003,13.848933333333333,0.5998666666666667,0.003,0.003,0.1375,0.003,8.148,0.019130434782608695,0.0031676646706586833,0.003082474226804124,0.003,0.0033714285714285712,0.004298969072164948
2022-08-14 07:27:48.684613258 +0000 UTC m=+19920.916414617,1660462068,0.003,0.019600000000000003,0.018017241379310343,0.004714285714285714,0.003,14.838933333333333,0.6128666666666667,0.003,0.003,0.2125,0.003,6.804,0.01877358490566038,0.0032082514734774067,0.003018348623853211,0.0034000000000000002,0.0031558441558441554,0.00425
2022-08-14 07:28:48.775786356 +0000 UTC m=+19981.007587710,1660462128,0.003,0.019600000000000003,0.017916666666666668,0.0048,0.0032222222222222222,13.547333333333334,0.695,0.003,0.0034000000000000002,0.2,0.003,7.644,0.019230769230769232,0.0032386831275720163,0.00314,0.003714285714285714,0.003361111111111111,0.004919075144508671
2022-08-14 07:29:48.607813039 +0000 UTC m=+20040.839614394,1660462188,0.002333333333333333,0.019600000000000003,0.01776785714285714,0.0038571428571428567,0.003,13.7652,0.5253333333333333,0.003,0.003,0.2125,0.003,7.224,0.019375,0.003557603686635945,0.0030373831775700934,0.003,0.004666666666666666,0.0041823204419889504
2022-08-14 07:30:48.552724701 +0000 UTC m=+20100.784526054,1660462248,0.003,0.019600000000000003,0.01957446808510638,0.003444444444444444,0.003,11.630533333333332,0.6272000000000001,0.003,0.003,0.175,0.003,6.384,0.35625,0.004622489959839357,0.0030416666666666665,0.004,0.3269230769230769,0.00456020942408377
2022-08-14 07:31:48.392523687 +0000 UTC m=+20160.624325040,1660462308,0.003,0.019600000000000003,0.017663043478260868,0.004333333333333334,0.003,13.166266666666667,0.5433333333333333,0.003,0.0035,0.25,0.003,6.048,0.369047619047619,0.053762135922330104,0.0030930232558139537,0.025,0.36830357142857145,0.004614583333333333
2022-08-14 07:32:48.57101454 +0000 UTC m=+20220.802815894,1660462368,0.002818181818181818,0.019600000000000003,0.019333333333333334,0.0032,0.003,12.6184,0.4719333333333333,0.003,0.003,0.225,0.003,6.636,0.3622448979591837,0.0043291536050156735,0.003292134831460674,0.003461538461538461,0.19374999999999998,0.004522222222222222
2022-08-14 07:33:48.555880001 +0000 UTC m=+20280.787681361,1660462428,0.003,0.019600000000000003,0.01891509433962264,0.0036,0.003,13.191066666666668,0.6366666666666666,0.003,0.003,0.175,0.003,7.308,0.01973404255319149,0.003182555780933063,0.003018018018018018,0.003,0.003219178082191781,0.008333333333333331
2022-08-14 07:34:48.378234104 +0000 UTC m=+20340.610035457,1660462488,0.003,0.019600000000000003,0.018333333333333333,0.0575,0.003,17.405733333333334,0.6536666666666666,0.003,0.0035,0.375,0.003,9.072,0.023421052631578947,0.0032003780718336482,0.003015748031496063,0.0033076923076923075,0.003676923076923077,0.012343750000000018
2022-08-14 07:35:48.376608428 +0000 UTC m=+20400.608409780,1660462548,0.003,0.019600000000000003,0.01807692307692308,0.003714285714285714,0.003,16.547066666666666,0.567,0.003,0.003,0.175,0.003,8.4,0.021964285714285714,0.0031705150976909413,0.0030380952380952386,0.003,0.003384615384615385,0.004603960396039604
2022-08-14 07:36:48.524968815 +0000 UTC m=+20460.756770183,1660462608,0.003,0.019600000000000003,0.018,0.0875,0.003,12.981733333333334,0.6036,0.003,0.003,0.3125,0.003,7.224,0.018625,0.0033529411764705885,0.003019047619047619,0.003,0.0033529411764705885,0.005892857142857143
2022-08-14 07:37:48.487452582 +0000 UTC m=+20520.719253940,1660462668,0.002777777777777778,0.019600000000000003,0.01848360655737705,0.004866666666666667,0.003125,14.4628,0.6297333333333334,0.003,0.003,0.225,0.003,7.476,0.019183673469387756,0.0031401515151515146,0.0031199999999999995,0.0031333333333333335,0.0034507042253521126,0.0046256684491978615
2022-08-14 07:38:48.528641552 +0000 UTC m=+20580.760442905,1660462728,0.003,0.019600000000000003,0.017862903225806453,0.005,0.003,13.792133333333334,0.613,0.003,0.003,0.375,0.003,8.82,0.019951923076923075,0.0032845188284518828,0.003,0.0038000000000000004,0.0034411764705882357,0.004532110091743119
2022-08-14 07:39:48.749457657 +0000 UTC m=+20640.981259011,1660462788,0.003,0.019600000000000003,0.0171875,0.055,0.003,14.410266666666667,0.6136,0.003,0.0036666666666666666,0.33333333333333337,0.003,7.056,0.0178125,0.003068052930056711,0.0030792079207920793,0.003,0.0031298701298701297,0.01
2022-08-14 07:40:48.541913675 +0000 UTC m=+20700.773715028,1660462848,0.003,0.019600000000000003,0.018970588235294118,0.005,0.003,12.8696,0.5463333333333333,0.0030800000000000003,0.003,0.375,0.003,7.056,0.017959183673469388,0.003098360655737705,0.0030192307692307693,0.003,0.0031739130434782614,0.004378151260504202
2022-08-14 07:41:48.379977637 +0000 UTC m=+20760.611778990,1660462908,0.003,0.019600000000000003,0.018352272727272727,0.01,0.003,13.142133333333334,0.5573333333333333,0.003,0.003,0.2125,0.0035,6.636,0.27,0.03680555555555556,0.003,0.03125,0.30357142857142855,0.004705882352941176
2022-08-14 07:42:48.513578077 +0000 UTC m=+20820.745379431,1660462968,0.003,0.019600000000000003,0.0175,0.004692307692307693,0.003,13.4636,0.6085333333333333,0.003,0.003,0.375,0.003,6.048,0.3353658536585366,0.02350000000000008,0.00310752688172043,0.059375,0.3310810810810811,0.004815028901734104
2022-08-14 07:43:48.755527729 +0000 UTC m=+20880.987329083,1660463028,0.003,0.019600000000000003,0.021029411764705883,0.0032222222222222222,0.003,11.460933333333333,0.5976666666666667,0.0031176470588235292,0.003,0.2125,0.003,6.972,0.214,0.004905172413793103,0.003,0.031249999999999997,0.21428571428571427,0.004139896373056995
2022-08-14 07:44:48.635928019 +0000 UTC m=+20940.867729373,1660463088,0.003,0.019600000000000003,0.01807692307692308,0.0038000000000000004,0.003,14.766533333333333,0.6157333333333334,0.003,0.003,0.2,0.003,7.224,0.018549999999999997,0.0032794411177644715,0.003,0.0032,0.0033947368421052633,0.008863636363636367
2022-08-14 07:45:48.725428696 +0000 UTC m=+21000.957230048,1660463148,0.003,0.019600000000000003,0.01919811320754717,0.004538461538461538,0.003,15.613866666666667,0.5888,0.003,0.003,0.205,0.003,7.392,0.019583333333333335,0.0033219178082191784,0.003,0.003,0.0033863636363636366,0.005416666666666669
2022-08-14 07:46:48.576508111 +0000 UTC m=+21060.808309488,1660463208,0.003,0.019600000000000003,0.0175,0.004333333333333334,0.003,12.9356,0.7062,0.0030833333333333333,0.003,0.175,0.003,6.216,0.018632075471698113,0.003182572614107884,0.003020408163265306,0.003,0.00316,0.004513513513513514
2022-08-14 07:47:48.403890313 +0000 UTC m=+21120.635691666,1660463268,0.003,0.019600000000000003,0.01879807692307692,0.0625,0.0036666666666666666,14.225066666666667,0.5900666666666667,0.003,0.0034000000000000002,0.25,0.003,6.972,0.018509615384615388,0.003162162162162162,0.003018867924528302,0.0031904761904761906,0.0033000000000000004,0.008175675675675675
2022-08-14 07:48:48.498342067 +0000 UTC m=+21180.730143421,1660463328,0.003,0.019600000000000003,0.018409090909090906,0.005,0.003,13.840399999999999,0.5989333333333333,0.003,0.003,0.175,0.003,7.98,0.0175,0.0031436893203883494,0.00303921568627451,0.0035,0.00320253164556962,0.004833333333333334
2022-08-14 07:49:48.581496945 +0000 UTC m=+21240.813298299,1660463388,0.0028461538461538463,0.019600000000000003,0.018529411764705885,0.00423076923076923,0.003,16.641466666666666,0.5696666666666667,0.003,0.003,0.18571428571428572,0.003,8.988,0.02015625,0.0031567291311754685,0.0030192307692307693,0.0033333333333333335,0.0035,0.0041256281407035175
2022-08-14 07:50:48.505236834 +0000 UTC m=+21300.737038203,1660463448,0.003,0.019600000000000003,0.018088235294117645,0.005,0.003,15.2484,0.5485333333333333,0.003,0.003,0.3125,0.003,6.72,0.0195,0.0032209737827715353,0.0030571428571428572,0.0032666666666666664,0.0033076923076923075,0.006527777777777778
2022-08-14 07:51:48.606430469 +0000 UTC m=+21360.838231827,1660463508,0.003,0.019600000000000003,0.01826271186440678,0.004,0.003,16.588933333333333,0.5810666666666667,0.0029393939393939396,0.003,0.175,0.003,7.98,0.016887755102040814,0.0031594454072790294,0.00306,0.003444444444444444,0.0032891566265060243,0.0048407960199004976
2022-08-14 07:52:48.862384778 +0000 UTC m=+21421.094186131,1660463568,0.003,0.019600000000000003,0.0175,,,6.35,0.46846666666666664,0.003,0.003,0.75,,3.864,3.4,0.09273255813953488,0.0030800000000000003,0.375,3.0357142857142856,0.00396774193548387
2022-08-14 07:53:48.61935848 +0000 UTC m=+21480.851159842,1660463628,0.003,0.019600000000000003,0.0175,0.017499999999999995,0.003,6.642399999999999,0.2376,0.003,0.003,0.75,0.003,3.78,6.145833333333334,0.09402985074626866,0.003258064516129032,0.005,2.125,0.004933333333333334
2022-08-14 07:54:48.467900195 +0000 UTC m=+21540.699701553,1660463688,0.002666666666666667,0.019600000000000003,0.0203125,0.004333333333333334,0.003,5.973866666666667,0.23293333333333333,0.003,0.003,0.75,0.003,2.772,3.333333333333333,0.266304347826087,0.0030555555555555557,0.15,2.1875,0.005263157894736842
2022-08-14 07:55:48.641823601 +0000 UTC m=+21600.873624954,1660463748,0.003,0.019600000000000003,0.017663043478260868,0.055,0.003,16.674133333333334,0.3496,0.0030606060606060605,0.003,0.3333333333333333,0.003,7.14,0.021538461538461538,0.0032372881355932203,0.003040404040404041,0.0032222222222222222,0.0034819277108433734,0.004637499999999999
2022-08-14 07:56:48.518433306 +0000 UTC m=+21660.750234659,1660463808,0.003,0.019600000000000003,0.01764705882352941,0.004,0.003,14.812666666666667,0.5925333333333334,0.003,0.003,0.15,0.003,7.896,0.019852941176470587,0.003163187855787476,0.0031020408163265306,0.0031666666666666666,0.003292682926829268,0.004699481865284974
2022-08-14 07:57:48.564992624 +0000 UTC m=+21720.796794004,1660463868,0.003,0.019600000000000003,0.017627118644067796,0.00375,0.003,13.2436,0.6625333333333333,0.003,0.0035,0.3125,0.003,6.468,0.020227272727272726,0.00316412213740458,0.003042105263157895,0.0031333333333333335,0.003324324324324324,0.005263157894736842
2022-08-14 07:58:48.80881484 +0000 UTC m=+21781.040616194,1660463928,0.003,0.019600000000000003,0.0175,0.01,0.003,14.1264,0.5449333333333333,0.003,0.003,0.5,0.003,6.804,0.01952702702702703,0.0031385767790262174,0.0030373831775700934,0.003,0.0032666666666666664,0.005
2022-08-14 07:59:48.818329086 +0000 UTC m=+21841.050130449,1660463988,0.003,0.019600000000000003,0.019078947368421056,0.004200000000000001,0.003,17.860666666666667,0.5776,0.003,0.003,0.175,0.003,8.568,0.021833333333333333,0.003272727272727273,0.0030162601626016264,0.0034000000000000002,0.003261904761904762,0.004649717514124294
2022-08-14 08:00:48.805204979 +0000 UTC m=+21901.037006332,1660464048,0.003,0.019600000000000003,0.018421052631578946,0.004,0.003,13.230799999999999,0.6395333333333333,0.003,0.003,0.2125,0.003,7.98,0.018546511627906978,0.0031749502982107362,0.003017857142857143,0.004,0.00310126582278481,0.004731481481481481
2022-08-14 08:01:48.639988238 +0000 UTC m=+21960.871789591,1660464108,0.003,0.019600000000000003,0.020813953488372092,0.003999999999999999,0.003,13.543066666666668,0.5868,0.003,0.003,0.2125,0.003,8.232,0.01929347826086956,0.003125,0.00302,0.0034000000000000002,0.00327027027027027,0.004520408163265307
2022-08-14 08:02:48.710676003 +0000 UTC m=+22020.942477357,1660464168,0.003,0.019600000000000003,0.018017241379310347,0.0045,0.0032222222222222222,14.590533333333333,0.7248666666666667,0.003,0.003,0.25,0.003,8.736,0.0175,0.003093632958801498,0.003105263157894737,0.003,0.003120481927710843,0.004427083333333333
2022-08-14 08:03:48.579920231 +0000 UTC m=+22080.811721595,1660464228,0.003,0.019600000000000003,0.01857142857142857,0.005,0.0032857142857142855,13.679333333333334,0.5217999999999999,0.003,0.0036666666666666666,0.15,0.003,6.972,0.017772727272727273,0.0031482965931863725,0.003,0.003,0.0032972972972972973,0.004491891891891892
2022-08-14 08:04:48.686983474 +0000 UTC m=+22140.918784829,1660464288,,0.019600000000000003,0.0175,,0.003,2.533266666666667,0.12953333333333333,,,0.025,,1.344,0.018076923076923077,0.0031010101010101013,0.0030800000000000003,0.003,0.003125,0.003618181818181818
2022-08-14 08:05:48.525425772 +0000 UTC m=+22200.757227126,1660464348,0.003,0.019600000000000003,0.0165625,0.0075,0.0036666666666666666,2.631466666666667,0.22566666666666665,,0.003,0.02,0.003,1.26,0.017,0.003127659574468085,0.003,0.003,0.0031176470588235292,0.004171717171717171
2022-08-14 08:06:48.44414069 +0000 UTC m=+22260.675942042,1660464408,0.003,0.019600000000000003,0.018653846153846153,0.003,0.003,2.8269333333333333,0.17653333333333332,,0.0035,0.0875,0.003,1.344,0.0175,0.0030650406504065045,0.003074074074074074,0.003,0.003461538461538461,0.003773584905660378
2022-08-14 08:07:48.564352845 +0000 UTC m=+22320.796154198,1660464468,0.003,0.019600000000000003,0.018839285714285715,0.0045,0.003,15.765733333333333,0.5783333333333334,0.003,0.005,0.175,0.003,7.476,0.01990566037735849,0.0031818181818181815,0.003034782608695652,0.0035,0.003261904761904762,0.0042367149758454105
2022-08-14 08:08:48.589192499 +0000 UTC m=+22380.820993853,1660464528,0.003,0.019600000000000003,0.0175,0.0038181818181818187,0.0031333333333333335,15.620266666666666,0.6964,0.003,0.003,0.19375,0.003,7.644,0.01790909090909091,0.00323091976516634,0.0030545454545454548,0.003333333333333333,0.003384615384615385,0.004177083333333333
2022-08-14 08:09:48.642782411 +0000 UTC m=+22440.874583764,1660464588,0.003,0.019600000000000003,0.01875,0.0375,0.003,14.711200000000002,0.6153333333333334,0.003,0.003333333333333333,0.41666666666666663,0.003,6.804,0.022375,0.0034191616766467065,0.0030373831775700934,0.003375,0.0034533333333333334,0.008823529411764702
2022-08-14 08:10:48.598464952 +0000 UTC m=+22500.830266307,1660464648,0.003,0.019600000000000003,0.018008474576271187,0.08,0.003,15.435733333333333,0.7054666666666667,0.003,0.0036666666666666666,0.375,0.003,8.316,0.019375,0.003315589353612167,0.0030366972477064223,0.003142857142857143,0.00363013698630137,0.00868421052631579
2022-08-14 08:11:48.744017256 +0000 UTC m=+22560.975818611,1660464708,0.003,0.019600000000000003,0.01845744680851064,0.0175,0.003,13.1712,0.6411333333333333,0.003,0.003,0.19375,0.003,7.56,0.020666666666666667,0.00326,0.00302,0.0035,0.003457142857142857,0.004829787234042554
2022-08-14 08:12:48.580356263 +0000 UTC m=+22620.812157624,1660464768,0.003,0.019600000000000003,0.01908653846153846,0.05416666666666666,0.003,13.355733333333333,0.5317333333333334,0.003,0.003,0.25,0.003,6.804,0.0175,0.0031544554455445544,0.003,0.003,0.0031866666666666666,0.008428571428571431
2022-08-14 08:13:48.575496257 +0000 UTC m=+22680.807297619,1660464828,0.003,0.019600000000000003,0.018008474576271187,0.003,0.003,14.667866666666667,0.606,0.003,0.003,0.1,0.003,7.56,0.01870535714285714,0.003199623352165725,0.0030380952380952386,0.0036666666666666666,0.0034533333333333334,0.00426027397260274
2022-08-14 08:14:48.596068107 +0000 UTC m=+22740.827869460,1660464888,0.003,0.019600000000000003,0.017932692307692306,0.0075,0.0031333333333333335,14.804133333333333,0.778,0.003,0.004,0.225,0.003,8.148,0.019339622641509437,0.0032475822050290135,0.0030714285714285717,0.003666666666666667,0.0033376623376623377,0.004977653631284916
2022-08-14 08:15:48.523204956 +0000 UTC m=+22800.755006348,1660464948,0.003,0.019600000000000003,0.0178125,0.03749999999999999,0.003,13.384133333333333,0.6266666666666666,0.003,0.003,0.375,0.003,6.888,0.02027173913043478,0.0031061571125265398,0.0030202020202020202,0.0032857142857142855,0.003105263157894737,0.004409090909090909
2022-08-14 08:16:48.615829791 +0000 UTC m=+22860.847631144,1660465008,0.003,0.019600000000000003,0.01764150943396226,0.01,0.003,11.480799999999999,0.5012,0.003,0.003,0.5,0.003,6.384,0.01942857142857143,0.003100227790432802,0.0030465116279069764,0.003,0.003115942028985507,0.004117647058823529
2022-08-14 08:17:48.713763278 +0000 UTC m=+22920.945564640,1660465068,0.003,0.019600000000000003,0.017307692307692305,0.0035714285714285713,0.003,14.863066666666667,0.5086,0.0030689655172413794,0.0035,0.19375,0.003,6.048,0.02005681818181818,0.003236893203883495,0.0030571428571428572,0.003090909090909091,0.0032933333333333334,0.004064516129032258
2022-08-14 08:18:48.616181876 +0000 UTC m=+22980.847983230,1660465128,0.003,0.019600000000000003,0.01765625,0.004538461538461538,0.003,15.733066666666668,0.8046,0.003,0.003,0.18571428571428572,0.003,6.972,0.018365384615384613,0.0031958568738229757,0.0030555555555555553,0.003444444444444444,0.003358974358974359,0.004916230366492147
2022-08-14 08:19:48.591408568 +0000 UTC m=+23040.823209921,1660465188,0.0032222222222222222,0.019600000000000003,0.01830357142857143,0.0047777777777777775,0.0032857142857142855,15.33,0.7159333333333333,0.003,0.003,0.25,0.003,7.56,0.01951923076923077,0.0031666666666666666,0.003074766355140187,0.003,0.0032894736842105266,0.004728506787330317
2022-08-14 08:20:48.484485762 +0000 UTC m=+23100.716287114,1660465248,0.003,0.019600000000000003,0.019078947368421056,0.003444444444444444,0.003,15.340666666666666,0.4926666666666667,0.003,0.0034000000000000002,0.1375,0.003,7.476,0.01951923076923077,0.0033154246100519933,0.0030504201680672267,0.003,0.0034578313253012046,0.004680412371134021
2022-08-14 08:21:48.725940166 +0000 UTC m=+23160.957741519,1660465308,0.002818181818181818,0.019600000000000003,0.018839285714285715,0.0625,0.003,13.455066666666667,0.7187333333333333,0.003,0.003,0.375,0.003,7.896,0.02,0.003140077821011673,0.003,0.003,0.0033661971830985914,0.005431034482758623
2022-08-14 08:22:48.808645455 +0000 UTC m=+23221.040446808,1660465368,0.003,0.019600000000000003,0.019545454545454546,0.004333333333333333,0.003,15.286,0.6566666666666666,0.0030800000000000003,0.003,0.2,0.003,7.476,0.02,0.0031347905282331514,0.003,0.003,0.003197530864197531,0.0046315789473684215
2022-08-14 08:23:48.652458045 +0000 UTC m=+23280.884259398,1660465428,0.003,0.019600000000000003,0.018793103448275866,0.05227272727272728,0.003,12.7752,0.6607333333333334,0.003,0.003,0.225,0.003,7.812,0.01879807692307692,0.00316988416988417,0.003055045871559633,0.0031333333333333335,0.00327027027027027,0.02670454545454545
2022-08-14 08:24:48.75771804 +0000 UTC m=+23340.989519418,1660465488,0.003,0.019600000000000003,0.018400000000000003,0.06,0.003,15.312266666666666,0.6768,0.003,0.0036666666666666666,0.25,0.003,7.392,0.01902777777777778,0.0032745825602968465,0.0030166666666666666,0.0035,0.0035555555555555557,0.00693548387096774
2022-08-14 08:25:48.753129858 +0000 UTC m=+23400.984931214,1660465548,0.0032857142857142855,0.019600000000000003,0.01774590163934426,0.0375,0.003,15.176,0.6455333333333333,0.003,0.003,0.21249999999999997,0.003,7.14,0.019183673469387756,0.0032182468694096603,0.0030707964601769913,0.003333333333333333,0.0034473684210526317,0.006036585365853659
2022-08-14 08:26:48.466299039 +0000 UTC m=+23460.698100393,1660465608,0.003,0.019600000000000003,0.018315217391304348,0.004200000000000001,0.003,14.269066666666667,0.5989333333333333,0.003,0.003,0.2,0.003,7.56,0.019051724137931034,0.0032195608782435133,0.0030594059405940595,0.003,0.003356164383561644,0.009800000000000001
2022-08-14 08:27:48.53051779 +0000 UTC m=+23520.762319145,1660465668,0.003,0.019600000000000003,0.0175,,0.003,8.207866666666666,0.5822,0.003,0.0175,,0.003,4.956,0.12916666666666665,0.0030425531914893616,0.003021505376344086,,0.003127659574468085,0.004507042253521127
2022-08-14 08:28:48.63383367 +0000 UTC m=+23580.865635024,1660465728,0.003,0.019600000000000003,0.01825,0.0035714285714285713,0.003,8.436399999999999,0.40173333333333333,0.003142857142857143,0.003,0.175,0.003,3.528,3.660714285714285,0.0030261437908496737,0.003032786885245902,0.003,0.0033902439024390244,0.0034705882352941177
2022-08-14 08:29:48.643715234 +0000 UTC m=+23640.875516592,1660465788,0.003,0.019600000000000003,0.01776785714285714,0.004333333333333333,0.003,7.507466666666666,0.3420666666666667,0.003,0.0035,0.1375,0.003,3.612,4.347826086956522,0.003050179211469534,0.003037735849056604,0.003,0.0038,0.0036551724137931034
2022-08-14 08:30:48.518613394 +0000 UTC m=+23700.750414748,1660465848,0.003,0.019600000000000003,0.017105263157894738,0.003909090909090909,0.003,5.795066666666667,0.3594,0.003,0.003,0.175,0.003,2.52,6.08695652173913,0.0030703517587939693,0.0030512820512820513,0.003,0.0035925925925925925,0.003329411764705882
2022-08-14 08:31:48.653083593 +0000 UTC m=+23760.884884947,1660465908,0.003,0.019600000000000003,0.01825,0.00475,0.003,4.745466666666666,0.23653333333333332,0.003,0.003,0.19375,0.003,2.352,7.083333333333333,0.0030808080808080807,0.0030606060606060605,0.003,0.003947368421052632,0.0034509803921568627
2022-08-14 08:32:48.699022083 +0000 UTC m=+23820.930823437,1660465968,0.003,0.019600000000000003,0.018365384615384613,0.003999999999999999,0.003,15.523733333333334,0.5989333333333333,0.0030869565217391303,0.003,0.19375,0.003,7.56,0.0209375,0.003173758865248227,0.0030373831775700934,0.003,0.0035,0.004487437185929649
2022-08-14 08:33:48.532690578 +0000 UTC m=+23880.764491931,1660466028,0.003,0.019600000000000003,0.018850000000000002,0.0040526315789473685,0.003,16.764933333333335,0.7403333333333334,0.003,0.003,0.175,0.003,7.896,0.018705357142857145,0.0031565217391304346,0.003017543859649123,0.0031176470588235292,0.00336144578313253,0.004280788177339901
2022-08-14 08:34:48.807690342 +0000 UTC m=+23941.039491694,1660466088,0.003,0.019600000000000003,0.019149999999999997,,0.003,13.870933333333333,0.618,0.003,0.003,0.175,0.003,7.476,0.018804347826086955,0.003247104247104247,0.002980952380952381,0.0032857142857142855,0.003222222222222222,0.008095238095238095
2022-08-14 08:35:48.877681992 +0000 UTC m=+24001.109483346,1660466148,0.003,0.019600000000000003,0.01858870967741935,0.004904761904761905,0.003,16.811066666666665,0.8096666666666666,0.003,0.003,0.2,0.003,7.392,0.018237704918032786,0.0031145833333333334,0.0030508474576271187,0.0035555555555555557,0.003136363636363637,0.00425
2022-08-14 08:36:48.691263384 +0000 UTC m=+24060.923064744,1660466208,0.003,0.019600000000000003,0.018823529411764708,0.003714285714285714,0.003,14.694133333333333,0.7451333333333333,0.003074074074074074,0.003,0.175,0.003,7.476,0.018454545454545453,0.003135135135135135,0.0030341880341880345,0.003,0.00330952380952381,0.0044407582938388625
2022-08-14 08:37:48.526300711 +0000 UTC m=+24120.758102072,1660466268,0.003,0.019600000000000003,0.01825,0.025,0.003,15.246266666666667,0.7796000000000001,0.003,0.003,0.25,0.003,7.812,0.02085106382978723,0.003207407407407407,0.003070175438596491,0.003181818181818182,0.003342105263157895,0.007499999999999998
2022-08-14 08:38:48.527997767 +0000 UTC m=+24180.759799121,1660466328,0.003,0.019600000000000003,0.01782608695652174,0.0035,0.003,10.549733333333334,0.6277999999999999,0.0031333333333333335,0.003,0.175,0.003,5.376,0.9285714285714285,0.0030493150684931507,0.003,0.003,0.003192307692307692,0.006666666666666668
